ID,Gender,DOB,Lead_Creation_Date,City_Code,City_Category,Employer_Code,Employer_Category1,Employer_Category2,Monthly_Income,Customer_Existing_Primary_Bank_Code,Primary_Bank_Type,Contacted,Source,Source_Category,Existing_EMI,Loan_Amount,Loan_Period,Interest_Rate,EMI,Var1,Approved
APPF40910639739,Male,05/04/88,02/09/16,C10006,A,COM0002158,B,4,3100,B001,P,Y,S122,G,0,30000,4,,,7,0
APPG50994536841,Female,10/06/86,02/09/16,C10016,B,COM0008210,A,4,1000,B012,G,N,S122,G,0,,,,,0,0
APPH60939945902,Male,20/08/88,02/09/16,C10001,A,COM0000796,C,4,2200,B002,P,Y,S122,G,0,20000,4,18.15,589,4,0
APPI10718656016,Female,05/12/85,02/09/16,C10002,A,COM0051211,B,4,1980,B003,G,Y,S122,G,0,10000,4,,,2,0
APPJ40968055129,Male,10/10/85,02/09/16,C10005,A,COM0000341,B,4,4000,B001,P,Y,S122,G,0,5000,2,15.25,243,10,0
APPK70627569237,Female,20/03/91,02/09/16,C10002,A,COM0018992,A,4,5000,B005,P,N,S122,G,900,,,,,10,0
APPL30221347343,Male,12/07/81,02/09/16,C10004,A,COM0002707,A,4,1100,B027,G,Y,S122,G,0,20000,5,,,0,0
APPM90707736404,Male,12/05/90,02/09/16,C10005,A,COM0001230,B,4,2000,B004,P,Y,S122,G,0,34000,4,,,2,0
APPN60685045522,Female,30/04/77,02/09/16,C10045,C,COM0035261,B,4,2250,B003,G,N,S122,G,96.8,,,,,0,0
APPO10724481632,Female,31/08/79,02/09/16,C10001,A,COM0000014,A,,2500,B001,P,N,S122,G,1500,,,,,0,0
APPP80794671716,Male,31/01/86,02/09/16,C10010,A,COM0000592,C,4,3500,B001,P,Y,S122,G,0,60000,5,,,10,0
APPQ50151814833,Female,26/01/80,02/09/16,C10051,B,COM0010281,A,4,1800,,,N,S122,G,0,,,,,0,0
APPR80402971945,Male,18/05/84,02/09/16,C10120,C,COM0055118,A,4,3700,B001,P,Y,S122,G,700,30000,3,,,7,0
APPS40079914008,Male,25/06/84,02/09/16,C10027,A,COM0000123,C,3,2235,B016,G,Y,S122,G,500,20000,4,15.5,562,2,0
APPV40140394336,Female,31/08/79,02/09/16,C10001,A,COM0001495,C,4,2600,B001,P,N,S122,G,1500,,,,,0,0
APPW50317478448,Female,19/07/86,02/09/16,C10007,A,COM0001562,C,4,1446.5,B004,P,N,S122,G,0,,,,,0,0
APPX10793387511,Female,15/06/91,02/09/16,C10001,A,COM0057128,C,4,1500,B001,P,N,S122,G,0,,,,,0,0
APPY70643104622,Male,14/09/84,02/09/16,C10619,C,COM0021440,A,4,4000,B003,G,Y,S122,G,0,10000,4,,,7,0
APPZ20153039731,Male,20/09/89,02/09/16,C10020,A,COM0000124,B,2,4300,B002,P,Y,S122,G,860,50000,5,15.25,1196,10,0
APPA40749258808,Male,20/08/80,02/09/16,C10004,A,COM0034438,B,4,8400,B001,P,Y,S122,G,0,100000,5,,,10,0
APPB10104564915,Female,08/03/93,02/09/16,C10003,A,COM0029077,A,4,1750,,,N,S122,G,700,,,,,0,0
APPD90617504138,Male,16/08/83,02/09/16,C10002,A,COM0000599,B,4,2480,B004,P,Y,S122,G,0,50000,5,,,4,1
APPE30901619249,Male,01/08/86,02/09/16,C10002,A,COM0029362,A,4,2500,B013,G,Y,S122,G,1000,9000,2,28.5,496,4,0
APPF90405998307,Male,06/06/87,02/09/16,C10016,B,COM0003348,B,4,1468,B004,P,Y,S122,G,0,10000,3,,,0,0
APPG80898757419,Female,09/09/86,02/09/16,C10001,A,COM0001119,A,4,10000,B003,G,N,S122,G,4500,,,,,0,0
APPI70921047604,Female,10/02/84,02/09/16,C10006,A,COM0012147,B,4,1100,B002,P,N,S122,G,400,,,,,0,0
APPK20777944829,Female,01/03/95,02/09/16,C10003,A,COM0000028,B,3,1900,B001,P,Y,S122,G,0,10000,3,,,2,0
APPM90634837011,Female,10/03/91,02/09/16,C10018,C,COM0013767,A,4,1200,,,N,S122,G,500,,,,,0,0
APPP20819658346,Female,10/03/91,02/09/16,C10018,C,COM0013767,A,4,1500,,,N,S122,G,600,,,,,0,0
APPQ30367207446,Male,30/08/75,02/09/16,C10024,A,COM0012463,C,4,2730,B001,P,Y,S122,G,0,47000,4,,,4,0
APPS90337736621,Female,24/09/78,02/09/16,C10005,A,COM0006400,A,4,4700,B019,G,N,S122,G,2900,,,,,0,1
APPT20038643744,Male,05/03/88,02/09/16,C10008,A,COM0002300,C,4,4200,B004,P,Y,S122,G,0,71000,4,,,10,0
APPV80612552912,Male,15/08/87,02/09/16,C10004,A,COM0004328,A,4,3400,B006,P,Y,S122,G,0,30000,2,,,7,0
APPW90564117024,Male,27/10/69,02/09/16,C10001,A,COM0012959,A,4,3800,B020,G,Y,S122,G,0,10000,2,,,7,0
APPX50834292136,Female,31/08/95,02/09/16,C10404,C,COM0001322,A,4,1650,B003,G,N,S122,G,0,,,,,0,0
APPY60781528249,Male,08/09/85,02/09/16,C10020,A,COM0003966,A,4,3100,B024,G,Y,S122,G,0,50000,5,13.99,1163,7,0
APPA60470494415,Female,02/03/89,02/09/16,C10031,C,COM0003813,A,4,1000,B020,G,N,S122,G,0,,,,,0,0
APPB50004839522,Female,03/02/87,02/09/16,C10002,A,COM0001480,B,4,6000,B001,P,N,S122,G,800,,,,,10,0
APPC30692339639,Male,03/11/88,02/09/16,C10002,A,COM0000153,C,4,4000,B002,P,Y,S122,G,0,85000,5,,,10,0
APPD20815976748,Female,02/03/89,02/09/16,C10031,C,COM0003813,A,4,1100,B020,G,N,S122,G,0,,,,,0,0
APPE30386439836,Female,02/03/89,02/09/16,C10031,C,COM0003813,A,4,1000,B034,G,N,S122,G,0,,,,,0,0
APPF20942593945,Male,15/08/65,02/09/16,C10019,B,COM0000019,A,1,4500,B013,G,Y,S122,G,0,96000,5,,,7,0
APPH70637116112,Male,12/08/91,02/09/16,C10031,C,COM0008357,A,4,1000,B034,G,Y,S122,G,0,7000,3,,,0,0
APPI40708739244,Female,03/06/90,02/09/16,C10002,A,COM0030637,B,4,2000,B006,P,Y,S122,G,0,34000,4,28.5,1195,2,0
APPJ50424037302,Male,05/06/84,02/09/16,C10006,A,COM0000110,A,2,30000,B006,P,Y,S122,G,0,30000,4,13.99,820,10,0
APPK30595841435,Female,02/08/89,02/09/16,C10002,A,COM0002266,A,4,1200,B018,G,Y,S122,G,0,19000,4,31.5,701,2,0
APPL40608404547,Male,22/02/82,02/09/16,C10007,A,COM0004470,B,4,1400,B004,P,Y,S122,G,0,10000,4,,,2,0
APPM20868825623,Female,03/12/91,02/09/16,C10001,A,COM0041606,C,4,3000,B031,G,Y,S122,G,1450,19000,3,27,776,0,0
APPN90482312735,Female,03/09/80,02/09/16,C10024,A,COM0019841,B,4,2850,B010,G,N,S122,G,213,,,,,7,0
APPO10111521845,Male,01/03/87,02/09/16,C10036,C,COM0050620,A,4,1700,,,Y,S122,G,0,10000,3,37,464,2,0
APPP70122578915,Male,14/02/77,02/09/16,C10002,A,COM0000376,B,4,2000,B006,P,Y,S122,G,0,34000,4,,,4,0
APPQ50903827028,Male,30/09/73,02/09/16,C10119,C,COM0006170,B,4,2200,,,Y,S122,G,860,10000,4,,,2,0
APPT90445653329,Male,04/04/81,02/09/16,C10007,A,COM0039859,A,4,1200,,,Y,S122,G,400,7000,3,35.5,319,2,0
APPU50529682438,Male,06/08/62,02/09/16,C10006,A,COM0000888,C,4,7500,B001,P,Y,S122,G,2636.6,92000,4,13.75,2503,10,1
APPZ40476059931,Female,28/07/73,02/09/16,C10003,A,COM0014357,A,4,1651.8,B042,G,N,S122,G,0,,,,,0,0
APPA50585443041,Male,13/05/89,02/09/16,C10184,C,COM0000534,A,4,2894.1,,,Y,S122,G,0,60000,5,15.5,1443,7,0
APPC30899011226,Female,10/09/97,02/09/16,C10019,B,COM0014531,A,4,650,B010,G,N,S122,G,0,,,,,0,0
APPF60650653515,Male,27/10/87,02/09/16,C10006,A,COM0027587,C,4,1500,B002,P,Y,S122,G,0,24000,4,,,2,0
APPG30137585637,Male,16/07/89,02/09/16,C10037,B,COM0000188,C,4,4000,B002,P,Y,S122,G,0,30000,5,,,7,0
APPI30599114813,Female,12/12/90,02/09/16,C10006,A,COM0011408,A,4,1100,B025,G,N,S122,G,0,,,,,0,0
APPJ30306285924,Female,08/12/94,02/09/16,C10003,A,COM0016095,A,4,1000,B002,P,N,S122,G,0,,,,,0,0
APPK70745478007,Male,10/07/95,02/09/16,C10002,A,COM0002354,B,4,1700,B004,P,Y,S122,G,0,27000,4,,,2,0
APPL80248868112,Female,05/05/93,02/09/16,C10001,A,COM0000438,C,4,1700,B001,P,Y,S122,G,0,10000,3,,,2,0
APPM30528732208,Female,23/12/90,02/09/16,C10002,A,COM0040826,A,4,1500,B006,P,Y,S122,G,0,24000,4,,,2,0
APPN60907842342,Male,08/09/85,02/09/16,C10020,A,COM0003966,A,4,3100,B024,G,Y,S122,G,0,50000,5,13.99,1163,7,0
APPO50488565412,Male,23/03/88,02/09/16,C10119,C,COM0015465,C,4,2550,B008,G,Y,S122,G,200,10000,2,,,7,0
APPP10273605522,Female,04/04/91,02/09/16,C10003,A,COM0034951,A,4,1500,B004,P,N,S122,G,0,,,,,0,0
APPQ60120783635,Male,06/10/94,02/09/16,C10014,B,COM0006189,B,4,1500,B003,G,Y,S122,G,0,22000,4,,,2,0
APPR40115437742,Female,13/01/92,02/09/16,C10009,B,COM0000946,A,4,1650,B003,G,N,S122,G,0,,,,,2,0
APPS70961908806,Male,17/01/83,02/09/16,C10105,C,COM0001752,C,4,3000,B004,P,Y,S122,G,700,33000,5,,,7,0
APPT30034687912,Male,23/02/86,02/09/16,C10014,B,COM0000125,C,2,3000,B014,P,Y,S122,G,300,20000,3,,,10,0
APPU90860338044,Female,25/10/82,02/09/16,C10004,A,COM0010604,C,4,1100,B035,P,N,S122,G,0,,,,,0,0
APPV40395241127,Male,09/09/86,02/09/16,C10001,A,COM0001119,A,4,10000,B003,G,Y,S122,G,4000,100000,5,13.75,2314,10,0
APPW90046815243,Male,15/08/77,02/09/16,C10143,B,COM0020137,A,4,3500,B003,G,Y,S122,G,0,64000,4,,,7,0
APPX70880498304,Female,02/02/93,02/09/16,C10002,A,COM0028366,A,4,3000,B001,P,Y,S122,G,0,47000,3,27,1919,7,0
APPY90659964413,Male,11/08/89,02/09/16,C10004,A,COM0000127,C,2,1450,B002,P,Y,S122,G,0,10000,3,31.5,433,2,0
APPC80264939833,Female,18/12/80,02/09/16,C10003,A,COM0013282,C,4,910,,,N,S122,G,0,,,,,0,0
APPD20542806943,Female,27/04/89,02/09/16,C10006,A,COM0000048,C,1,4800,B001,P,N,S122,G,2600,,,,,0,0
APPE10367557001,Female,19/07/91,02/09/16,C10006,A,COM0034346,A,4,1000,B003,G,N,S122,G,0,,,,,0,0
APPF70046523134,Male,17/03/84,02/09/16,C10001,A,COM0004799,B,4,4800,B020,G,Y,S122,G,500,10000,4,15.25,280,10,0
APPG90715707241,Male,20/08/85,02/09/16,C10012,A,COM0001411,B,4,1560,B006,P,Y,S122,G,0,10000,4,18.25,295,2,0
APPH30196245315,Male,11/06/81,02/09/16,C10004,A,COM0020812,A,4,5000,B001,P,Y,S122,G,0,50000,5,13.99,1163,10,0
APPI90434285441,Female,27/04/89,02/09/16,C10006,A,COM0000048,C,1,4800,B001,P,N,S122,G,2600,,,,,0,0
APPJ60017586512,Female,27/04/89,02/09/16,C10006,A,COM0000048,C,1,5000,B001,P,N,S122,G,2600,,,,,0,0
APPL50151171738,Male,19/06/93,02/09/16,C10004,A,COM0000214,A,4,3900,B003,G,Y,S122,G,1400,20000,4,17,577,7,0
APPM20427747808,Female,15/07/84,02/09/16,C10008,A,COM0004427,C,4,2800,B004,P,N,S122,G,900,,,,,7,0
APPN70956104918,Male,18/09/75,02/09/16,C10007,A,COM0030282,C,4,15000,B004,P,Y,S122,G,1500,257000,5,,,10,0
APPO60294831027,Female,06/10/83,02/09/16,C10267,C,COM0010989,B,4,5020,B003,G,N,S122,G,1300,,,,,7,0
APPP40182501145,Female,27/10/84,02/09/16,C10003,A,,,,2500,B007,G,N,S122,G,0,,,,,7,0
APPT50533944543,Female,31/05/90,02/09/16,C10001,A,COM0000464,C,4,4000,B014,P,Y,S122,G,0,20000,2,14.85,968,10,0
APPU20532387616,Male,30/07/80,02/09/16,C10002,A,COM0000387,B,4,7800,B002,P,Y,S122,G,1500,30000,3,,,10,0
APPV40478561739,Male,22/03/91,02/09/16,C10005,A,COM0000006,C,1,3400,B004,P,Y,S122,G,1200,10000,2,,,7,0
APPX60297923919,Male,05/04/91,02/09/16,C10003,A,COM0000148,C,4,4300,B001,P,Y,S122,G,0,50000,5,,,10,0
APPY10103384023,Male,15/08/88,02/09/16,C10001,A,COM0002485,B,4,2400,B004,P,Y,S122,G,0,25000,4,,,4,0
APPZ90519173131,Male,15/05/91,02/09/16,C10036,C,COM0034017,C,4,2500,B004,P,Y,S122,G,0,20000,3,,,7,0
APPA90786911247,Female,24/10/86,02/09/16,C10003,A,COM0010108,B,4,1180,B002,P,N,S122,G,0,,,,,0,0
APPC10248609429,Female,18/08/77,02/09/16,C10005,A,COM0009790,A,4,4900,B023,G,Y,S122,G,0,100000,5,,,10,0
APPD50039852506,Male,19/07/89,02/09/16,C10003,A,COM0035951,A,4,2000,B015,P,Y,S122,G,0,34000,4,28.5,1195,2,0
APPE30463891633,Female,28/03/71,02/09/16,C10030,B,COM0035279,A,4,1122.1,B003,G,N,S122,G,0,,,,,0,0
APPF40970008749,Female,23/09/89,02/09/16,C10005,A,COM0004354,C,4,1550,B004,P,Y,S122,G,0,20000,4,31.5,738,2,0
APPG40500015804,Male,14/08/87,02/09/16,C10011,B,COM0000585,B,4,2300,B002,P,Y,S122,G,800,16000,3,,,2,0
APPH90348426912,Female,06/06/87,02/09/16,C10016,B,COM0003348,B,4,1468,B004,P,N,S122,G,0,,,,,0,0
APPI50087495037,Male,02/09/93,02/09/16,C10002,A,COM0030639,B,4,1850,B006,P,Y,S122,G,0,31000,4,28.5,1089,2,0
APPJ10044864141,Female,22/10/82,02/09/16,C10006,A,COM0009022,B,4,8250,B005,P,N,S122,G,4626.9,,,,,0,0
APPL50187148332,Female,29/04/91,02/09/16,C10285,C,COM0004104,A,4,1500,,,N,S122,G,500,,,,,0,0
APPN70511775505,Female,05/08/84,02/09/16,C10002,A,COM0000141,C,4,2850,B001,P,N,S122,G,0,,,,,7,0
APPO60247034616,Male,01/05/92,02/09/16,C10086,C,COM0048499,A,4,14400,B001,P,Y,S122,G,0,10000,1,,,7,0
APPP50007542732,Female,29/04/91,02/09/16,C10285,C,COM0004104,A,4,1500,B004,P,N,S122,G,500,,,,,0,0
APPR90829344904,Female,06/04/92,02/09/16,C10003,A,COM0021232,A,4,1500,,,N,S122,G,0,,,,,0,0
APPS20887584015,Female,09/09/91,02/09/16,C10020,A,COM0003472,B,4,1150,B001,P,N,S122,G,0,,,,,0,0
APPT70934693125,Male,06/10/94,02/09/16,C10014,B,COM0006189,B,4,1500,B003,G,Y,S122,G,0,22000,4,35.5,864,2,0
APPU80145066249,Female,06/06/91,02/09/16,C10004,A,COM0003788,A,4,900,B009,G,N,S122,G,138.9,,,,,0,0
APPV10243161308,Female,23/09/66,02/09/16,C10050,C,COM0012257,A,4,800,B023,G,N,S122,G,0,,,,,0,0
APPX60095877524,Female,29/04/91,02/09/16,C10285,C,COM0004104,A,4,1500,B002,P,N,S122,G,500,,,,,0,0
APPY20570253646,Female,05/08/83,02/09/16,C10047,B,COM0053971,A,4,1400,B003,G,N,S122,G,1000,,,,,0,0
APPZ70088977708,Male,13/09/84,02/09/16,C10005,A,COM0043213,A,4,1700,B019,G,Y,S122,G,0,20000,4,,,2,0
APPA70231417837,Female,05/05/82,02/09/16,C10002,A,COM0020172,B,4,5300,B001,P,N,S122,G,557.5,,,,,0,0
APPB60446555946,Female,21/07/77,02/09/16,C10001,A,COM0034706,A,4,4000,,,Y,S122,G,0,30000,5,14.85,711,10,0
APPC90747104008,Female,26/07/87,02/09/16,C10005,A,COM0019994,A,4,1500,B003,G,Y,S122,G,0,10000,2,31.5,567,2,0
APPD10145997123,Male,04/10/81,02/09/16,C10007,A,COM0054558,A,4,1500,B003,G,Y,S122,G,300,10000,2,35.5,588,2,0
APPE10772541239,Female,05/07/83,02/09/16,C10003,A,COM0015393,B,4,2142.5,B014,P,Y,S122,G,0,30000,4,28.5,1054,2,0
APPF70342031341,Male,13/09/87,02/09/16,C10003,A,COM0000980,B,4,2200,B005,P,Y,S122,G,0,37000,4,,,4,0
APPG90040177402,Male,20/12/65,02/09/16,C10013,B,COM0010578,C,4,2000,,,Y,S122,G,0,10000,3,,,2,0
APPH40249959513,Female,20/09/91,02/09/16,C10003,A,COM0008854,A,4,2400,,,N,S122,G,1000,,,,,0,0
APPI40559172621,Male,05/01/76,02/09/16,C10024,A,COM0037745,A,4,1800,B008,G,Y,S122,G,0,10000,2,,,2,0
APPK30907017845,Female,07/06/94,02/09/16,C10004,A,COM0000002,C,1,2400,B004,P,Y,S122,G,0,40000,4,13,1073,4,0
APPM30171482021,Male,30/08/84,02/09/16,C10006,A,COM0041003,A,4,1334,B001,P,Y,S122,G,0,21000,4,,,2,0
APPN20763129137,Male,20/10/79,02/09/16,C10002,A,COM0020935,B,4,1700,B001,P,Y,S122,G,0,27000,4,,,2,0
APPO90643078249,Male,20/03/91,02/09/16,C10002,A,COM0012566,A,4,4600,B005,P,Y,S122,G,0,15000,1,14.85,1353,10,0
APPP80147539316,Male,21/11/68,02/09/16,C10115,C,COM0035479,A,4,4560,B028,P,Y,S122,G,0,50000,4,,,7,0
APPR80805048531,Male,13/05/88,02/09/16,C10001,A,COM0000133,A,4,5000,B001,P,Y,S122,G,1000,20000,2,,,10,0
APPS90865156643,Male,18/08/86,02/09/16,C10004,A,COM0034686,A,4,2500,B006,P,Y,S122,G,248,30000,4,28.5,1054,7,0
APPT90525067717,Male,29/05/72,02/09/16,C10012,A,COM0011217,A,4,2500,B012,G,Y,S122,G,0,50000,5,,,7,0
APPU60761906827,Female,08/11/75,02/09/16,C10002,A,COM0014651,A,4,1500,,,N,S122,G,850,,,,,0,0
APPV10213035931,Female,04/09/86,02/09/16,C10038,C,COM0011832,B,4,1107,B004,P,N,S122,G,0,,,,,0,0
APPW70831047045,Male,25/07/83,02/09/16,C10007,A,COM0002646,C,4,5000,B002,P,Y,S122,G,0,50000,2,,,10,1
APPY90017644232,Female,11/01/86,02/09/16,C10003,A,COM0006954,C,4,2000,B001,P,Y,S122,G,0,30000,5,,,2,0
APPZ10509417348,Female,20/12/74,02/09/16,C10021,B,COM0025361,B,4,2600,B003,G,N,S122,G,500,,,,,0,0
APPA70558227402,Male,29/09/68,02/09/16,C10026,C,COM0047781,A,4,3000,B003,G,Y,S122,G,0,64000,5,,,7,0
APPB90361131516,Male,07/03/81,02/09/16,C10001,A,COM0052664,A,4,3000,B001,P,Y,S122,G,0,52000,4,,,7,0
APPD20571306731,Male,14/03/83,02/09/16,C10033,C,COM0026901,A,4,1500,B007,G,Y,S122,G,0,22000,4,,,2,0
APPE40522415844,Female,16/03/72,02/09/16,C10043,B,COM0011562,A,4,2300,B003,G,N,S122,G,0,,,,,0,0
APPF70172928924,Female,14/07/86,02/09/16,C10021,B,COM0005408,A,4,2400,B003,G,N,S122,G,600,,,,,0,0
APPG40128886034,Male,29/10/86,02/09/16,C10008,A,COM0001224,A,4,2000,,,Y,S122,G,0,,,,,2,0
APPI10329919219,Male,25/06/74,02/09/16,C10001,A,COM0000211,C,4,4100,B011,P,Y,S122,G,0,10000,2,14.85,484,10,0
APPK60026644445,Female,22/04/92,02/09/16,C10010,A,COM0035432,B,4,1500,B006,P,N,S122,G,0,,,,,0,0
APPM50215402623,Female,27/11/89,02/09/16,C10002,A,COM0000553,C,4,3000,B006,P,N,S122,G,0,,,,,10,0
APPO90945846844,Female,14/05/91,02/09/16,C10003,A,COM0014072,B,4,1550,B002,P,N,S122,G,1000,,,,,0,0
APPP90583816906,Female,14/05/91,02/09/16,C10003,A,COM0014072,B,4,1550,B002,P,N,S122,G,1000,,,,,0,0
APPQ10205457025,Female,01/12/85,02/09/16,C10003,A,COM0033193,B,4,1800,B010,G,N,S122,G,0,,,,,0,0
APPR20859798147,Female,19/10/94,02/09/16,C10006,A,COM0000040,C,1,1730,B002,P,N,S122,G,0,,,,,2,0
APPS80425609206,Female,09/08/65,02/09/16,C10004,A,COM0000161,C,4,5300,B001,P,N,S122,G,2400,,,,,0,0
APPT40610083317,Male,20/08/91,02/09/16,C10003,A,COM0006905,B,4,3950,B004,P,Y,S122,G,1150,10000,2,,,7,0
APPU40554995423,Male,20/07/67,02/09/16,C10049,C,COM0001203,A,4,3390,B003,G,Y,S122,G,0,20000,5,,,7,0
APPV20256213531,Female,12/06/79,02/09/16,C10005,A,COM0003286,C,4,6100,B006,P,N,S122,G,3000,,,,,0,0
APPW60993074642,Male,13/07/81,02/09/16,C10031,C,COM0045002,A,4,3038,B003,G,Y,S122,G,0,63000,5,,,7,0
APPX50975757713,Female,03/03/78,02/09/16,C10101,C,COM0000358,B,4,1100,,,N,S122,G,0,,,,,0,0
APPY60612009835,Female,05/10/86,02/09/16,C10003,A,COM0047268,A,4,1500,,,N,S122,G,450,,,,,0,0
APPZ90132475942,Female,03/03/78,02/09/16,C10101,C,COM0000358,B,4,1100,,,N,S122,G,0,,,,,0,0
APPB90796545124,Male,16/04/85,02/09/16,C10004,A,COM0001440,B,4,2800,B004,P,Y,S122,G,0,39000,3,18.15,1413,4,0
APPE80674723412,Male,01/05/82,02/09/16,C10023,B,COM0000184,C,4,1500,B001,P,Y,S122,G,0,20000,4,14.25,549,2,0
APPF70402085532,Male,06/03/86,02/09/16,C10032,C,COM0032810,A,4,1000,,,Y,S122,G,1.2,5000,1,37,505,2,0
APPG90056729611,Male,09/02/89,02/09/16,C10174,C,COM0003460,B,4,2364,B002,P,Y,S122,G,0,10000,2,,,2,0
APPH30654061731,Female,13/04/86,02/09/16,C10013,B,COM0005750,B,4,4.5,B004,P,N,S122,G,0,,,,,0,0
APPI10314246803,Male,13/05/93,02/09/16,C10001,A,COM0000627,B,4,2500,B006,P,Y,S122,G,0,42000,4,,,2,0
APPJ90803586914,Male,02/02/88,02/09/16,C10008,A,COM0054086,C,4,1530,B001,P,Y,S122,G,0,10000,3,,,2,0
APPK40290565033,Male,20/01/84,02/09/16,C10003,A,COM0003290,C,4,2500,B001,P,Y,S122,G,250,41000,3,,,10,0
APPM30370083215,Female,18/08/80,02/09/16,C10003,A,COM0010606,A,4,1600,B002,P,N,S122,G,250,,,,,0,0
APPN30607331333,Female,15/08/86,02/09/16,C10003,A,COM0000040,C,1,1835,B001,P,N,S122,G,1000,,,,,0,0
APPO60474001442,Female,11/01/82,02/09/16,C10001,A,COM0000204,A,4,5000,B001,P,Y,S122,G,0,30000,2,,,10,0
APPP10617049509,Female,06/12/67,02/09/16,C10057,C,COM0013252,C,4,1700,,,N,S122,G,0,,,,,0,0
APPQ90830949617,Male,15/12/68,02/09/16,C10109,C,COM0030334,A,4,1400,,,Y,S122,G,0,20000,4,37,804,2,0
APPR30968769722,Male,13/04/86,02/09/16,C10013,B,COM0005750,B,4,4500,B004,P,Y,S122,G,0,76000,4,,,7,0
APPT10153251946,Female,11/01/82,02/09/16,C10001,A,COM0000204,A,4,5000,B001,P,Y,S122,G,0,30000,2,,,10,0
APPU60168607001,Female,11/01/82,02/09/16,C10001,A,COM0000204,A,4,5000,B001,P,Y,S122,G,0,30000,2,,,10,0
APPV60880695119,Male,15/08/86,02/09/16,C10003,A,COM0039379,C,4,1835,B001,P,Y,S122,G,0,10000,1,,,2,0
APPW30310476233,Male,26/07/76,02/09/16,C10003,A,COM0005969,A,4,3500,B002,P,Y,S122,G,0,20000,2,,,7,0
APPX60434843341,Male,15/02/85,02/09/16,C10006,A,COM0046639,A,4,3500,B002,P,Y,S122,G,0,63000,4,,,4,0
APPY70952669414,Female,14/04/91,02/09/16,C10281,C,COM0048788,A,4,620,B012,G,N,S122,G,150,,,,,0,0
APPA50471678635,Female,01/06/83,02/09/16,C10002,A,COM0043250,C,4,1700,B040,P,Y,S122,G,0,20000,3,,,2,0
APPC70132635816,Male,07/01/87,02/09/16,C10004,A,COM0003271,A,4,1500,,,Y,S122,G,0,,,,,2,0
APPD10277982927,Female,29/01/91,02/09/16,C10017,B,COM0001575,B,4,1200,B003,G,N,S122,G,0,,,,,0,0
APPE80217366037,Female,12/04/80,02/09/16,C10217,C,COM0015246,A,4,2200,B003,G,N,S122,G,230,,,,,0,0
APPG90653653202,Male,15/08/91,02/09/16,C10001,A,COM0000056,A,1,2300,B009,G,Y,S122,G,0,20000,3,,,2,0
APPH20351507328,Female,09/10/72,02/09/16,C10003,A,COM0001571,A,4,1300,B009,G,N,S122,G,0,,,,,0,0
APPI70965202449,Male,12/05/91,02/09/16,C10242,C,COM0049311,A,4,2811.9,B003,G,Y,S122,G,0,20000,2,30.5,1123,7,0
APPJ10729864505,Male,27/07/72,02/09/16,C10022,B,COM0006964,B,4,8044.2,B001,P,Y,S122,G,1800,60000,4,13.99,1639,10,0
APPK80945409614,Male,01/09/86,02/09/16,C10100,C,COM0000422,B,4,2300,B004,P,Y,S122,G,0,50000,5,18.15,1274,2,0
APPL50304653728,Male,08/04/89,02/09/16,C10006,A,COM0000170,A,4,4500,B002,P,Y,S122,G,0,20000,3,13.99,683,10,0
APPM70623329831,Male,24/06/82,02/09/16,C10001,A,COM0015353,A,4,2000,B027,G,Y,S122,G,0,34000,4,28.5,1195,2,0
APPO50675094005,Female,10/02/95,02/09/16,C10001,A,COM0000006,C,1,1500,B001,P,Y,S122,G,0,35000,5,,,2,0
APPP10987536114,Female,17/06/93,02/09/16,C10002,A,COM0052877,A,4,1.4,B029,G,N,S122,G,0,,,,,0,0
APPQ80727851227,Male,03/04/87,02/09/16,C10001,A,COM0000124,B,2,2500,B001,P,Y,S122,G,0,20000,5,,,7,0
APPR20037716349,Male,10/04/89,02/09/16,C10001,A,COM0006498,C,4,2200,B028,P,Y,S122,G,0,30000,4,,,2,0
APPS30222722409,Male,02/08/81,02/09/16,C10004,A,COM0013289,B,4,22920,B002,P,Y,S122,G,0,20000,3,14.85,692,10,0
APPU60761442628,Female,17/06/93,02/09/16,C10002,A,COM0010453,A,4,1.4,B029,G,N,S122,G,0,,,,,0,0
APPV90857338737,Male,10/04/76,02/09/16,C10003,A,COM0000699,A,4,3200,B003,G,Y,S122,G,0,82000,5,,,10,0
APPW40388847806,Female,17/12/76,02/09/16,C10001,A,COM0013357,B,4,1500,,,N,S122,G,0,,,,,0,0
APPX10785966938,Male,22/08/84,02/09/16,C10004,A,COM0001225,C,4,3300,B001,P,Y,S122,G,0,57000,4,,,4,0
APPY10903606045,Male,16/02/68,02/09/16,C10003,A,COM0001874,B,4,15000,B004,P,Y,S122,G,4500,50000,4,13.5,1354,10,0
APPZ30930736101,Female,12/07/90,02/09/16,C10071,B,COM0051964,B,4,3000,B004,P,Y,S122,G,0,10000,1,,,0,0
APPA60399647216,Female,15/02/91,02/09/16,C10003,A,COM0004537,C,4,1430,B013,G,N,S122,G,0,,,,,0,0
APPB60704315348,Male,02/09/69,02/09/16,C10019,B,COM0001555,A,4,4900,B008,G,Y,S122,G,0,30000,2,,,7,0
APPC80143391414,Male,02/12/77,02/09/16,C10007,A,COM0001508,A,4,3500,B003,G,Y,S122,G,0,50000,5,13.99,1163,10,0
APPD20891471522,Female,03/09/88,02/09/16,C10062,A,COM0000035,B,3,1100,B002,P,N,S122,G,0,,,,,0,0
