material_id,formula_pretty,n_elements,contains_transition_metal,formation_energy_per_atom,energy_per_atom,band_gap,density,volume,elements,Target
mp-768935,Li5Mn2P2(CO7)2,5,TRUE,-0.4350666362,-0.04330045726,-0.4635799929,-0.6898589185,0.3649287724,"['C', 'Li', 'Mn', 'O', 'P']",FALSE
mp-768160,Li2BiPCO7,5,FALSE,-0.3283664607,0.07425020549,1.724660478,0.1045562048,-0.3106049821,"['Bi', 'C', 'Li', 'O', 'P']",TRUE
mp-1176382,Na2LiCuP2O7,5,FALSE,-0.4209187289,0.2189859764,0.705562535,-0.6090225651,-0.2575050931,"['Cu', 'Li', 'Na', 'O', 'P']",TRUE
mp-866150,LiSm2Os,3,FALSE,1.975537089,-6.270216806,-0.8682128618,3.828599622,-0.9861229363,"['Li', 'Os', 'Sm']",FALSE
mp-756206,LiVF4,3,FALSE,-1.295375254,0.2953370162,0.1709948476,-0.727683983,-0.2737897957,"['F', 'Li', 'V']",TRUE
mp-756595,Li4Mn5SnO12,4,TRUE,-0.07239641948,-0.02116553759,-0.8460040965,0.2266799725,-0.5191428633,"['Li', 'Mn', 'O', 'Sn']",FALSE
mp-705401,Li2Ni4P4O15,4,TRUE,-0.3139325502,0.03052798594,1.381981939,-0.3120110475,2.339433791,"['Li', 'Ni', 'O', 'P']",TRUE
mp-1274983,LiMn2O3F,4,TRUE,-0.3705061552,-0.09220978429,-0.3714948688,0.07074288642,-0.3238535284,"['F', 'Li', 'Mn', 'O']",FALSE
mp-1177207,Li4V5Cr3O16,4,FALSE,-0.5140703484,-0.2670523412,-0.1248286136,0.1812965828,-0.4100793874,"['Cr', 'Li', 'O', 'V']",FALSE
mp-1175547,Li9Mn2Co5O16,4,TRUE,0.1543005715,0.216309266,-0.4228864932,0.3387912902,-0.4237112127,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-1235587,LiNi9O13,3,TRUE,1.104615881,0.3382901087,-0.8682128618,1.162305204,-0.5887664962,"['Li', 'Ni', 'O']",FALSE
mp-766468,Li6Ca3MnC6(O9F)2,6,TRUE,-0.5282291325,-0.01015071431,2.315020917,-0.7867588571,-0.09288948053,"['C', 'Ca', 'F', 'Li', 'Mn', 'O']",TRUE
mp-758207,Li2Mn3P9O28,4,TRUE,-0.5864500508,-0.1259618461,-0.1404018331,-0.4526939878,0.1743685675,"['Li', 'Mn', 'O', 'P']",FALSE
mp-559875,K3Na2LiTeO6,5,FALSE,0.1564714103,0.6690118643,0.7943975959,-0.2643025239,-0.1125510321,"['K', 'Li', 'Na', 'O', 'Te']",TRUE
mp-771327,Li4TiCr5O12,4,FALSE,-0.5006123107,-0.2177277663,-0.8145868189,0.02004998137,-0.5689186413,"['Cr', 'Li', 'O', 'Ti']",FALSE
mp-8407,Li3LaP2,3,FALSE,0.8923354393,-0.8811994265,-0.4118498202,-0.1998943874,-0.9301866881,"['La', 'Li', 'P']",FALSE
mp-753432,LiMnFeO4,4,TRUE,0.03650191421,-0.08195002338,-0.4297251679,0.2054397339,-0.8086299889,"['Fe', 'Li', 'Mn', 'O']",FALSE
mp-765645,Li5Co5(NiO6)2,4,TRUE,0.4655769128,0.2573771623,-0.8373372613,0.909870635,-0.6388020091,"['Co', 'Li', 'Ni', 'O']",FALSE
mp-14023,Na3Li3Sc2F12,4,FALSE,-1.770939112,0.4133177242,3.814586538,-0.7722265777,1.773869419,"['F', 'Li', 'Na', 'Sc']",TRUE
mp-780684,Li2Cr(CO3)3,4,FALSE,0.02314913237,-0.1126285736,-0.8531136098,-0.8631986177,-0.2795564401,"['C', 'Cr', 'Li', 'O']",FALSE
mp-1367449,Li3Ni5OF11,4,TRUE,0.3138660846,0.7419796228,0.1586716913,0.3081024059,-0.6240593597,"['F', 'Li', 'Ni', 'O']",TRUE
mp-1177776,Li2VFe(P2O7)2,5,TRUE,-0.7195858413,-0.1321598107,0.4163746195,-0.568888873,0.3113207143,"['Fe', 'Li', 'O', 'P', 'V']",TRUE
mp-772559,NaLi5Mn2P2(CO7)2,6,TRUE,-0.4677271238,-0.01045170589,1.707936195,-0.6712735205,0.4289778347,"['C', 'Li', 'Mn', 'Na', 'O', 'P']",TRUE
mp-26179,LiMnP2O7,4,TRUE,-0.6477674662,-0.1233757908,0.03984125542,-0.496491313,-0.486358135,"['Li', 'Mn', 'O', 'P']",TRUE
mp-14638,Rb2LiGaF6,4,FALSE,-1.227786961,0.681626092,3.27047179,0.1803380471,-0.3755142816,"['F', 'Ga', 'Li', 'Rb']",TRUE
mp-760275,LiFe2(BO3)2,4,TRUE,-0.3180341914,-0.1777414348,0.3348522008,-0.3460902917,0.1634180299,"['B', 'Fe', 'Li', 'O']",TRUE
mp-1040107,NaLiMg30O31,4,FALSE,-1.053707607,0.3141907357,0.7779441509,-0.276884035,0.5655777871,"['Li', 'Mg', 'Na', 'O']",TRUE
mp-757913,Li4(NiO2)5,3,TRUE,0.6921882119,0.4077605439,-0.7317779169,0.6867695118,-0.2720280523,"['Li', 'Ni', 'O']",FALSE
mp-758631,Li2Fe2Si2O7,4,TRUE,-0.5649619826,-0.08875044884,1.080403158,-0.477671468,-0.3103984758,"['Fe', 'Li', 'O', 'Si']",TRUE
mp-1641408,Li7Mn4CoO12,4,TRUE,-0.09283608372,0.105914321,-0.4444858716,0.1094786002,-0.6019902064,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-761158,LiVSi4(HO6)2,5,FALSE,-0.7561534039,-0.09486365779,0.3326177824,-0.8709245402,0.1884107614,"['H', 'Li', 'O', 'Si', 'V']",TRUE
mp-757584,Li4VP2O9,4,FALSE,-0.7183420327,0.04215264954,-0.01452959359,-0.7538792548,-0.1976375139,"['Li', 'O', 'P', 'V']",FALSE
mp-1101516,LiFeP2O7,4,TRUE,-0.5864853254,-0.08896118195,0.8670500504,-0.3747143972,0.1850996221,"['Fe', 'Li', 'O', 'P']",TRUE
mp-1173879,Li2CoO3,3,TRUE,0.2166403685,0.3484888935,-0.8682128618,0.326097119,-0.6913422165,"['Co', 'Li', 'O']",FALSE
mp-753441,Li2Mn2OF6,4,TRUE,-0.8513285792,0.2967941797,0.1663228818,-0.3960065205,-0.4676798118,"['F', 'Li', 'Mn', 'O']",TRUE
mp-504262,LiCo(PO3)3,4,TRUE,-0.5534711,-0.05422748742,1.1999784,-0.4249613651,-0.3059974125,"['Co', 'Li', 'O', 'P']",TRUE
mp-759741,Li9V3P8O29,4,FALSE,-0.8033572117,-0.0424129319,-0.2337734405,-0.7261898647,2.098053988,"['Li', 'O', 'P', 'V']",FALSE
mp-766942,Li2MnF5,3,TRUE,-1.063673429,0.4404119107,0.3861761156,-0.7297979452,-0.05674809209,"['F', 'Li', 'Mn']",TRUE
mp-25289,LiCo(WO4)2,4,TRUE,0.02975777382,-0.2557529258,-0.1080366203,1.980901316,-0.8369275373,"['Co', 'Li', 'O', 'W']",FALSE
mp-1173961,Li3Mn2O5,3,TRUE,-0.1586571153,0.08126452937,0.06245627855,0.0609077696,-0.7121391033,"['Li', 'Mn', 'O']",TRUE
mp-772906,LiFePO4,4,TRUE,-0.4908974214,-0.06574735975,1.531891105,-0.5246363956,1.822187693,"['Fe', 'Li', 'O', 'P']",TRUE
mp-776756,Li4TiMn2Ni3(PO4)6,6,TRUE,-0.5711077191,-0.08029634336,0.6639211002,-0.2789902445,0.1017094166,"['Li', 'Mn', 'Ni', 'O', 'P', 'Ti']",TRUE
mp-771263,Li3VSiBO7,5,FALSE,-0.7844640625,-0.04189298983,0.2489286549,-0.70580235,0.3462688037,"['B', 'Li', 'O', 'Si', 'V']",TRUE
mp-780226,Li3LaO3,3,FALSE,-0.7037592865,0.2959109889,1.753233951,0.07828709084,-0.2079222151,"['La', 'Li', 'O']",TRUE
mp-1096107,LiMgSn2,3,FALSE,3.470099244,1.615498039,-0.5347428351,-2.228888871,1.837616493,"['Li', 'Mg', 'Sn']",FALSE
mp-1245623,LiMn2N3,3,TRUE,1.632843494,-0.2187075722,-0.8682128618,0.2373334674,-0.8670796962,"['Li', 'Mn', 'N']",FALSE
mp-1174437,Li4MnCo2O7,4,TRUE,0.1605736511,0.219475657,-0.8682128618,0.2770870066,-0.5183667972,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-851118,KNa2LiZr2(Si2O5)6,6,FALSE,-1.368781947,-0.2509780473,2.353750837,-0.6965609043,2.625499169,"['K', 'Li', 'Na', 'O', 'Si', 'Zr']",TRUE
mp-1100484,Li9Mn7O16,3,TRUE,-0.1711011542,0.03852392009,-0.04452496858,0.105627472,-0.3755940446,"['Li', 'Mn', 'O']",FALSE
mp-1105683,LiBC2(O2F)2,5,FALSE,-0.3227061703,-0.01639065561,1.670966726,-1.202478584,-0.5321860815,"['B', 'C', 'F', 'Li', 'O']",TRUE
mp-849771,Li7VGeO8,4,FALSE,-0.3983289108,0.2961020567,1.002943318,-0.73718674,-0.1512559729,"['Ge', 'Li', 'O', 'V']",TRUE
mp-770550,Li2AlCoO4,4,TRUE,-0.3893637644,0.1852172429,0.2902992511,-0.4601901261,-0.212314062,"['Al', 'Co', 'Li', 'O']",TRUE
mp-761240,Li2MnV(P2O7)2,5,TRUE,-0.7463978524,-0.1483572833,-0.7391582687,-0.5826674043,0.319382337,"['Li', 'Mn', 'O', 'P', 'V']",FALSE
mp-26335,LiFe(PO3)4,4,TRUE,-0.612030168,-0.09622407962,0.9669894939,-0.8408318047,0.218216493,"['Fe', 'Li', 'O', 'P']",TRUE
mp-758441,Li4(NiO2)5,3,TRUE,0.7070915229,0.4116909709,-0.8682128618,0.415401873,-0.7102651232,"['Li', 'Ni', 'O']",FALSE
mp-1222485,LiTiFeO4,4,TRUE,-0.6657332016,-0.214652442,0.4756205633,0.2002285239,-0.4109491249,"['Fe', 'Li', 'O', 'Ti']",TRUE
mp-1100615,Li9Mn2Co5O16,4,TRUE,0.1978528283,0.2277952348,-0.8682128618,0.2646041044,-0.401927847,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-1175171,Li7Mn4CoO12,4,TRUE,-0.07275687414,0.1109063467,-0.8682128618,0.1399968527,0.01951148082,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-758311,Li2CuSiO4,4,FALSE,-0.4067073088,0.2297677055,-0.8682128618,-0.3045486472,-0.2514616473,"['Cu', 'Li', 'O', 'Si']",FALSE
mp-1222435,LiVWO6,4,FALSE,-0.3078248682,-0.2716661707,0.9747761037,0.9110667054,-0.9213744178,"['Li', 'O', 'V', 'W']",TRUE
mp-1105934,LiMnAsO5,4,TRUE,0.1134907727,0.1005070861,-0.6832978074,0.1895049796,-0.2072471743,"['As', 'Li', 'Mn', 'O']",FALSE
mp-1283607,Li2CoCuO4,4,TRUE,0.5087490063,0.4092494826,-0.8682128618,0.6074514412,-0.8256657884,"['Co', 'Cu', 'Li', 'O']",FALSE
mp-1236131,Sr2LiLaTaO6,5,FALSE,-1.112119013,-0.1204648675,-0.8682128618,1.304826321,-0.7351191792,"['La', 'Li', 'O', 'Sr', 'Ta']",FALSE
mp-764846,Li2MnF4,3,TRUE,-1.148925639,0.380425327,1.8384804,-0.890815781,0.4843018335,"['F', 'Li', 'Mn']",TRUE
mp-757451,Li3Fe(PO4)2,4,TRUE,-0.5718904123,0.04887012082,0.8138979751,-0.6575255813,0.609577523,"['Fe', 'Li', 'O', 'P']",TRUE
mp-1175720,Li9Mn2Co5O16,4,TRUE,0.1775386571,0.2224378101,-0.6526253359,0.3155207096,-0.4170015092,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-1202325,LiAl(Si2O5)2,4,FALSE,-1.39534674,-0.2225881125,2.769826637,-0.9703361147,0.03883922233,"['Al', 'Li', 'O', 'Si']",TRUE
mp-1018135,LiCdAs,3,FALSE,1.665580853,1.24886933,-0.8682128618,0.9779246149,-1.059417633,"['As', 'Cd', 'Li']",FALSE
mp-1173944,Li3Mn(CoO3)2,4,TRUE,0.1890816938,0.1658486104,-0.2361432783,0.3859984161,-0.9172170619,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-757523,Li2Fe2Si5O13,4,TRUE,-0.935237224,-0.187751951,1.526812881,-0.4468751151,0.2365596723,"['Fe', 'Li', 'O', 'Si']",TRUE
mp-757754,LiFePO4,4,TRUE,-0.4831246686,-0.06369746375,1.233833225,-0.8559075076,0.598636283,"['Fe', 'Li', 'O', 'P']",TRUE
mp-1200615,Li4Zn(PO4)2,4,FALSE,-0.7500877524,0.1936901476,2.286244316,-0.6555644335,0.7218882421,"['Li', 'O', 'P', 'Zn']",TRUE
mp-1178014,Li2Cu2Si8O19,4,FALSE,-0.899225913,-0.09700246704,-0.6896625145,-0.622161605,-0.09965899832,"['Cu', 'Li', 'O', 'Si']",FALSE
mp-762351,Li4Ti7O16,3,FALSE,-1.392159644,-0.3551274286,0.7885068563,-0.1432067492,-0.3990496822,"['Li', 'O', 'Ti']",TRUE
mp-29365,Li5BiO5,3,FALSE,0.02761818681,0.5391086418,0.05243525034,0.4407545308,-0.8861345278,"['Bi', 'Li', 'O']",TRUE
mp-757577,LiPWO5,4,FALSE,-0.5483117709,-0.2387409948,0.6696087108,0.951801868,-0.1193217941,"['Li', 'O', 'P', 'W']",TRUE
mp-757079,Li5Ni3(SbO5)2,4,TRUE,0.1557875243,0.3521874421,-0.7109910543,0.8861493993,-0.07728662068,"['Li', 'Ni', 'O', 'Sb']",FALSE
mp-1176657,LiMnCoO4,4,TRUE,0.3080095481,0.04505605877,-0.7015117033,0.3824494805,-0.8280709724,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-1235621,LiLa4Ga2(FeO6)2,5,TRUE,-0.9043540316,-0.1370122475,0.3647798661,1.74165527,-0.4791495171,"['Fe', 'Ga', 'La', 'Li', 'O']",TRUE
mp-756853,LiBSbO3,4,FALSE,-0.270196219,0.1346935465,-0.1531312473,0.02368311429,-0.7631434115,"['B', 'Li', 'O', 'Sb']",FALSE
mp-850893,Li9V12Fe7O48,4,TRUE,-0.1291736501,-0.1101341912,-0.8682128618,-0.2808384517,1.400343502,"['Fe', 'Li', 'O', 'V']",FALSE
mp-1111351,Li2CoHgF6,4,TRUE,-0.01729465462,0.8742803727,-0.8682128618,0.2225710179,-0.7831941811,"['Co', 'F', 'Hg', 'Li']",FALSE
mp-1100698,Li9Mn2Co5O16,4,TRUE,0.2651149506,0.2455341695,-0.07093173211,0.2636548158,-0.4016415569,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-774887,Li4Cu3Ni2Sb3O16,5,TRUE,0.4139296133,0.3728456175,-0.8682128618,0.9430899792,-0.3487705876,"['Cu', 'Li', 'Ni', 'O', 'Sb']",FALSE
mp-15362,Li3Nd2(BO3)3,4,FALSE,-1.226503392,-0.1472575179,2.374605409,0.4855729897,0.8432336965,"['B', 'Li', 'Nd', 'O']",TRUE
mp-774317,Li3VP2H2O9,5,FALSE,-0.528639724,0.08576050393,0.776386829,-0.7749687615,-0.2032059111,"['H', 'Li', 'O', 'P', 'V']",TRUE
mp-767727,LiMn2OF5,4,TRUE,-0.7538777641,0.2196377739,-0.8362539069,0.14960985,-0.1386343116,"['F', 'Li', 'Mn', 'O']",FALSE
mp-676694,LiNbO3,3,FALSE,-1.009453302,-0.2857981163,1.149128453,0.4301358832,0.6982614963,"['Li', 'Nb', 'O']",TRUE
mp-1173883,Li2CoO3,3,TRUE,0.3368067292,0.3801801806,-0.7442364925,0.0353698637,-0.9335072065,"['Co', 'Li', 'O']",FALSE
mp-1175778,Li9Mn2Co5O16,4,TRUE,0.1575196894,0.2171582389,-0.5308156754,0.3182103214,-0.4177826614,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-770529,Li8Mn15CrO32,4,TRUE,-0.1156402787,-0.1533013032,-0.6547920447,0.1732096836,0.488375371,"['Cr', 'Li', 'Mn', 'O']",FALSE
mp-1235579,LiV6O11F,4,FALSE,-0.5432821563,-0.3263790642,-0.3218636953,0.3240660288,-0.6634028122,"['F', 'Li', 'O', 'V']",FALSE
mp-37207,Li5GaO4,3,FALSE,-0.07720588369,0.5793434207,1.779166747,-0.6038705038,-0.6709545052,"['Ga', 'Li', 'O']",TRUE
mp-1235049,K2LiH2(SeO3)2,5,FALSE,0.5155721403,0.6114109095,-0.4283709749,-0.7632856291,-0.6114106305,"['H', 'K', 'Li', 'O', 'Se']",FALSE
mp-1210974,LiH2CN5,4,FALSE,1.758097451,0.08037049491,1.976540377,-1.390712219,-0.1940214876,"['C', 'H', 'Li', 'N']",TRUE
mp-12449,LiPr2OsO6,4,FALSE,-0.9097273238,-0.2219749968,-0.8682128618,2.525232068,-0.5053483925,"['Li', 'O', 'Os', 'Pr']",FALSE
mp-1177285,Li4V2Si(PO6)2,5,FALSE,-0.8000643707,-0.07373128186,0.4106192992,-0.5710916351,1.48767583,"['Li', 'O', 'P', 'Si', 'V']",TRUE
mp-777582,Li6MnV3(PO4)6,5,TRUE,-0.7726288486,-0.1093003535,-0.8377435192,-0.5485903339,1.442943799,"['Li', 'Mn', 'O', 'P', 'V']",FALSE
mp-1176057,Li9Mn2Co5O16,4,TRUE,0.1932028186,0.226568895,-0.8322590376,0.2770111287,-0.4056516667,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-764224,Li2V2O5F2,4,FALSE,-0.6259601698,0.04022743213,0.7973768205,-0.8150740837,-0.3527910996,"['F', 'Li', 'O', 'V']",TRUE
mp-1290754,Li2TiFe3O8,4,TRUE,-0.1907590517,-0.1012952681,-0.6300103128,0.1032828311,-0.3606575326,"['Fe', 'Li', 'O', 'Ti']",FALSE
mp-1177402,Li4FeCu3(PO4)4,5,TRUE,-0.3026665522,0.1197710448,-0.8682128618,-0.0334962927,-0.390479708,"['Cu', 'Fe', 'Li', 'O', 'P']",FALSE
mp-759424,Li7Bi2P7O24,4,FALSE,-0.6608142173,0.07475916987,2.203029156,-0.2043630551,1.733224182,"['Bi', 'Li', 'O', 'P']",TRUE
mp-1176609,LiNb(PO3)4,4,FALSE,-0.6821611948,-0.1410147971,-0.7423406223,-0.5613862168,0.1313542245,"['Li', 'Nb', 'O', 'P']",FALSE
mp-1344863,LiMn4(BO3)4,4,TRUE,0.9265983021,0.06089052352,-0.8049043389,-0.4280927903,-0.5260440028,"['B', 'Li', 'Mn', 'O']",FALSE
mp-775462,LiFeCuO4,4,TRUE,0.6278070238,0.2838456297,-0.8682128618,0.2704610319,-0.7988076255,"['Cu', 'Fe', 'Li', 'O']",FALSE
mp-10499,LiZr2(PO4)3,4,FALSE,-1.31689339,-0.3338580402,2.011681685,-0.3572093565,1.590228717,"['Li', 'O', 'P', 'Zr']",TRUE
mp-861058,LiMnPO4,4,TRUE,-0.6277609303,-0.1305250767,1.131659363,-0.5693236258,0.8370768185,"['Li', 'Mn', 'O', 'P']",TRUE
mp-776909,LiFe2(BO3)2,4,TRUE,-0.3212692649,-0.1785946157,0.3879365665,-0.3667971256,0.1769650697,"['B', 'Fe', 'Li', 'O']",TRUE
mp-765054,LiNiPO4,4,TRUE,-0.3168369813,0.09165211844,1.142831455,-0.09948740314,1.327735213,"['Li', 'Ni', 'O', 'P']",TRUE
mp-760268,Li5Fe8(BO3)8,4,TRUE,-0.3442516846,-0.1606834676,0.09712361939,-0.3198149302,0.1567677385,"['B', 'Fe', 'Li', 'O']",TRUE
mp-1100601,Li9Mn2Co5O16,4,TRUE,0.2923284471,0.2527111426,-0.8682128618,0.2612051237,-0.4009018631,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-723059,Li3Nd2H6(N3O10)3,5,FALSE,0.6291935895,0.2010450536,1.511849048,-0.8385818162,5.839622775,"['H', 'Li', 'N', 'Nd', 'O']",TRUE
mp-759569,Li2Fe2Co3O10,4,TRUE,0.6403472611,0.1436045737,-0.8682128618,0.3401805039,-0.1969770356,"['Co', 'Fe', 'Li', 'O']",FALSE
mp-766710,Li2SiNiO4,4,TRUE,-0.5190504466,0.1391748999,1.445019623,-0.3535116317,-0.2579372384,"['Li', 'Ni', 'O', 'Si']",TRUE
mp-762163,Li3TiMn2O6,4,TRUE,-0.5459041959,-0.09546368249,-0.8682128618,0.0618940269,-0.8955533,"['Li', 'Mn', 'O', 'Ti']",FALSE
mp-850537,Li4V3Fe2Sb3O16,5,TRUE,-0.1847510263,0.004248552387,-0.8682128618,0.596297201,-0.2943990246,"['Fe', 'Li', 'O', 'Sb', 'V']",FALSE
mp-777553,LiFeF4,3,TRUE,-0.84929914,0.4426661775,1.405748026,-0.2761138297,-0.04186970859,"['F', 'Fe', 'Li']",TRUE
mp-542050,LiV6O13,3,FALSE,-0.4856437649,-0.3408843625,-0.4018965017,-0.09037941457,0.1427931714,"['Li', 'O', 'V']",FALSE
mp-759221,Li3Fe4P3H12O19,5,TRUE,0.1781855914,0.2368684864,-0.8671295074,-0.864349655,1.309986657,"['Fe', 'H', 'Li', 'O', 'P']",FALSE
mp-859799,Li9Si2Ni5O16,4,TRUE,-0.001821427997,0.3042492726,-0.4644602184,0.2679671486,-0.4663654935,"['Li', 'Ni', 'O', 'Si']",FALSE
mp-30344,Li2InAg,3,FALSE,1.808478135,-1.517416891,-0.8682128618,1.246596331,-1.036076102,"['Ag', 'In', 'Li']",FALSE
mp-1348170,Li3Cr2P4HO14,5,FALSE,0.09067737446,0.119651406,0.04552886603,-0.7261892167,-0.3857874861,"['Cr', 'H', 'Li', 'O', 'P']",TRUE
mp-776683,Li3FeF5,3,TRUE,-0.9749407252,0.5154502219,2.422137584,-0.5392246801,0.9983145832,"['F', 'Fe', 'Li']",TRUE
mp-775754,Li4Nb3V2Co3O16,5,TRUE,-0.4004278609,-0.1903813417,-0.5606079215,0.4957878096,-0.3401195053,"['Co', 'Li', 'Nb', 'O', 'V']",FALSE
mp-1001615,LiZrSe2,3,FALSE,0.4482190729,-2.242593333,-0.8682128618,1.017708343,-1.005208803,"['Li', 'Se', 'Zr']",FALSE
mp-774918,Li3La14(CuO7)4,4,FALSE,-1.279623371,-0.1592774434,-0.5885720069,2.04430784,2.520813066,"['Cu', 'La', 'Li', 'O']",FALSE
mp-1174342,Li7Co5O12,3,TRUE,0.3444291057,0.3190289879,-0.8682128618,0.2505961601,-0.6159432418,"['Co', 'Li', 'O']",FALSE
mp-768997,LiBi3O5,3,FALSE,0.3566530084,0.3974678227,0.5576169496,3.522159377,0.2807184059,"['Bi', 'Li', 'O']",TRUE
mp-996989,LiAgO2,3,FALSE,1.285592624,0.8152971898,-0.8682128618,0.6672513361,-0.9416021723,"['Ag', 'Li', 'O']",FALSE
mp-759640,LiCuCO3,4,FALSE,0.3522969143,0.1770258882,0.5451583739,-0.3188379611,-0.4736051784,"['C', 'Cu', 'Li', 'O']",TRUE
mp-755903,Li2Mn2CuO6,4,TRUE,0.2288598304,0.1238731411,-0.7085535069,0.2198271305,-0.5720674251,"['Cu', 'Li', 'Mn', 'O']",FALSE
mp-1174266,Li7Co5O12,3,TRUE,0.3301548271,0.3152644547,-0.6135568678,0.2648742578,-0.619145824,"['Co', 'Li', 'O']",FALSE
mp-1185233,Li2YIn,3,FALSE,1.738130158,-1.460366172,-0.8357799394,0.5216317957,-1.007811325,"['In', 'Li', 'Y']",FALSE
mp-28060,LiGeTe2,3,FALSE,1.48255295,0.9999271789,-0.5722539813,0.6565777497,0.7974290211,"['Ge', 'Li', 'Te']",FALSE
mp-684539,Li3Sb2(PO4)3,4,FALSE,-0.5392768326,0.09657316199,1.571839798,-0.3206337166,1.982456324,"['Li', 'O', 'P', 'Sb']",TRUE
mp-1188485,Li2BF5,3,FALSE,-1.258650679,0.2003664978,4.233776981,-0.9192788496,-0.7551322964,"['B', 'F', 'Li']",FALSE
mp-758595,Li2CrSiO4,4,FALSE,-0.6438617429,-0.03420585763,0.2176467965,-0.5743040496,-0.1904981284,"['Cr', 'Li', 'O', 'Si']",TRUE
mp-1174530,Li7Mn2(CoO4)3,4,TRUE,0.09343005553,0.2037839831,-0.3967505683,0.22657862,-0.001552152724,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-1110657,Na2LiSbF6,4,FALSE,-0.8566592451,0.7266010355,1.573600249,-0.3513936488,-0.8089564164,"['F', 'Li', 'Na', 'Sb']",TRUE
mp-1235066,Ba6LiNb2Ir(ClO6)2,6,FALSE,-0.9111884324,0.02256746959,0.02474200345,0.8257683644,0.1777161022,"['Ba', 'Cl', 'Ir', 'Li', 'Nb', 'O']",TRUE
mp-780308,Li5Mn6(BO3)6,4,TRUE,-0.5593844071,-0.2141688822,-0.5824104288,-0.4164365554,-0.1386990935,"['B', 'Li', 'Mn', 'O']",FALSE
mp-1030894,LiLaMg6O8,4,FALSE,-1.038441304,0.2455372138,2.934090248,0.1073007802,-0.7235756462,"['La', 'Li', 'Mg', 'O']",TRUE
mp-1210756,Li2FeN,3,TRUE,1.829106739,0.5249854725,-0.8682128618,-0.3538110577,-1.113515262,"['Fe', 'Li', 'N']",FALSE
mp-1174602,Li4MnCo2O7,4,TRUE,0.1436343969,0.2150082938,-0.2675605559,0.2541699063,-0.5123973272,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-753338,LiVF4,3,FALSE,-1.29312466,0.2959305618,0.6197744083,-0.5984276806,-1.013368929,"['F', 'Li', 'V']",TRUE
mp-753423,LiMn2(PO4)2,4,TRUE,-0.5374172081,-0.1797643948,-0.367770838,-0.6297531585,-0.1908690763,"['Li', 'Mn', 'O', 'P']",FALSE
mp-1199613,LiCe(C2O5)2,4,FALSE,0.3932551402,-0.06650482351,-0.6830269688,-0.7922653812,1.415941213,"['C', 'Ce', 'Li', 'O']",FALSE
mp-1190687,CsLi2Cl3,3,FALSE,-0.1271825908,-0.8323700206,2.738003101,-0.7031849784,0.5606213234,"['Cl', 'Cs', 'Li']",TRUE
mp-25879,LiNi3P3O11,4,TRUE,-0.3108326069,0.007277151678,1.649976734,-0.04826833395,1.118510639,"['Li', 'Ni', 'O', 'P']",TRUE
mp-758792,Li3CrSi2O7,4,FALSE,-0.893341849,-0.05532012262,0.9729479431,-0.5716643662,1.15603208,"['Cr', 'Li', 'O', 'Si']",TRUE
mp-1247387,Li3CN2,3,FALSE,1.588006839,0.427899523,-0.5309510947,-1.272627421,-0.6066754455,"['C', 'Li', 'N']",FALSE
mp-1236085,LiMn9CdO10,4,TRUE,0.2869481247,-0.2481325809,-0.8682128618,0.9437908273,-0.5192269385,"['Cd', 'Li', 'Mn', 'O']",FALSE
mp-1105785,LiH2N,3,FALSE,1.562374471,0.7149473136,-0.8682128618,-1.647215469,-0.8962574632,"['H', 'Li', 'N']",FALSE
mp-1105683,LiBC2(O2F)2,5,FALSE,-0.3227061703,-0.01639065561,1.670966726,-1.202478584,-0.5321860815,"['B', 'C', 'F', 'Li', 'O']",TRUE
mp-1275523,Li3Mn(CoO3)2,4,TRUE,0.2162284045,0.1730079702,-0.3354056253,0.3977856494,-0.5988875833,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-758641,Li4Fe2Ni5O12,4,TRUE,0.5431564807,0.2583603091,-0.8682128618,0.7190360995,0.003905566157,"['Fe', 'Li', 'Ni', 'O']",FALSE
mp-1113739,Na2LiNdCl6,4,FALSE,-0.1348682477,-0.6975170837,1.846537848,-0.9218809873,-0.4097087877,"['Cl', 'Li', 'Na', 'Nd']",TRUE
mp-1106166,LiGaPO5,4,FALSE,-0.195551892,0.214438761,-0.4091414342,-0.3442637489,-0.6820402028,"['Ga', 'Li', 'O', 'P']",FALSE
mp-778205,Li8Mn7Fe(BO3)8,5,TRUE,-0.5607665071,-0.181141331,1.190837597,-0.4075265777,0.2370809769,"['B', 'Fe', 'Li', 'Mn', 'O']",TRUE
mp-757516,LiNi4(PO4)3,4,TRUE,-0.1426262561,0.04095156536,1.356861659,-0.2169461626,1.710089071,"['Li', 'Ni', 'O', 'P']",TRUE
