,Price,Bedroom,Bathroom,sqft,zipcode,Address
56699,"$69,000",4 Bd,2 Bath,"2,112 Sqft",18850,"23984 Route 220,
       
        Ulster, PA 18850"
56700,"$85,000",2 Bd,1 Bath,784 Sqft,18850,"157 Windy Ridge Lane,
       
        Ulster, PA 18850"
56701,"$219,900",3 Bd,1 Bath,"1,152 Sqft",18850,"353 Bidlack,
       
        Ulster, PA 18850"
56702,"$225,000",3 Bd,2 Bath,"1,600 Sqft",18850,"316 Payne Ln,
       
        Ulster, PA 18850"
56703,"$249,000",4 Bd,2 Bath,"2,880 Sqft",18850,"1899 Ghent Hill Rd,
       
        Ulster, PA 18850"
56704,"$289,900",3 Bd,2 Bath,"2,237 Sqft",18850,"2565 Skyway Drive,
       
        Kunkletown, PA 18850"
56705,"$549,000",,,,18850,". James St,
       
        Ulster, PA 18850"
56706,"$695,000",3 Bd,4 Bath,"3,660 Sqft",18850,"179 Cemetery Hill Rd,
       
        Ulster, PA 18850"
56707,"$997,000",5 Bd,6 Bath,"5,926 Sqft",18850,",
       
        Ulster, PA 18850"
56708,"$997,000",5 Bd,6 Bath,"5,926 Sqft",18850,",
       
        Ulster, PA 18850"
56709,"$425,000",2 Bd,2 Bath,"1,790 Sqft",18848,"125 Hog Drive,
       
        Towanda, PA 18848"
56710,"$219,500",3 Bd,2 Bath,"1,296 Sqft",18831,"2911 OAK HILL RD,
       
        Milan, PA 18831"
56711,"$325,000",3 Bd,3 Bath,"2,576 Sqft",18848,"493 Mahoney Road,
       
        Towanda, PA 18848"
56712,"$675,000",3 Bd,2 Bath,"2,120 Sqft",18848,"3544 Sheshequin Rd,
       
        Towanda, PA 18848"
56713,"$175,000",3 Bd,1 Bath,"1,604 Sqft",18817,"87 Peas Hill Rd,
       
        East Smithfield, PA 18817"
56714,"$295,000",5 Bd,2 Bath,"2,585 Sqft",18848,"303 Wilmot Drive,
       
        Towanda, PA 18848"
56715,"$325,000",4 Bd,3 Bath,"2,590 Sqft",18848,"304 N Fourth St.,
       
        Towanda, PA 18848"
56716,"$380,000",,,,18851,"90.03 Acres Brickhouse Road,
       
        Warren Center, PA 18851"
56717,"$118,000",,,,18851,"24.55 Acres Highland Lake Road,
       
        Warren Center, PA 18851"
56718,"$144,000",,,,18851,"30.00 Acres James Road,
       
        Warren Center, PA 18851"
56719,"$170,000",,,,18851,"35.48 Acres Highland Lake Road,
       
        Warren Center, PA 18851"
56720,"$99,900",,,,18851,"234 Adams Lane,
       
        Warren Center, PA 18851"
56721,"$275,000",1 Bd,1 Bath,"2,550 Sqft",18851,"2364 Highland Lake Rd,
       
        Warren Center, PA 18851"
56722,"$449,900",1 Bd,1 Bath,883 Sqft,18851,"357 Newman Road,
       
        Warren Center, PA 18851"
56723,"$449,000",3 Bd,3 Bath,"2,103 Sqft",18830,"1761 Brickhouse Road,
       
        Little Meadows, PA 18830"
56724,"$499,000",4 Bd,4 Bath,"2,560 Sqft",18837,"130 Haighs Pond Rd,
       
        Rome, PA 18837"
56725,"$399,000",3 Bd,3 Bath,"2,600 Sqft",13732,"3944 Pennsylvania Avenue,
       
        APALACHIN, NY 13732"
56726,"$1,499,000",,,,18837,"500 Stonefield Lane,
       
        Rome, PA 18837"
56727,"$395,000",4 Bd,2 Bath,"2,489 Sqft",13732,"374 Rhodes Road,
       
        APALACHIN, NY 13732"
56728,"$225,000",3 Bd,2 Bath,"2,092 Sqft",18837,"1835 Orwell Hill Rd,
       
        Rome, PA 18837"
56729,"$345,000",2 Bd,2 Bath,"1,600 Sqft",18837,"321 Brothers Way,
       
        Rome, PA 18837"
56730,"$299,500",3 Bd,3 Bath,"2,198 Sqft",13732,"344 Shady Hill Road,
       
        APALACHIN, NY 13732"
56731,"$550,000",3 Bd,3 Bath,"3,200 Sqft",13732,"30 Azalea Drive,
       
        APALACHIN, NY 13732"
56732,"$469,000",4 Bd,2 Bath,"1,790 Sqft",18818,"199 S Lake Road,
       
        Friendsville, PA 18818"
56733,"$275,000",4 Bd,4 Bath,"2,979 Sqft",13760,"41 Coventry Road,
       
        ENDICOTT, NY 13760"
56734,"$139,900",3 Bd,1 Bath,"1,392 Sqft",13850,"190 Rockwell Road,
       
        VESTAL, NY 13850"
56735,"$319,900",4 Bd,4 Bath,"2,836 Sqft",13760,"2 Sheffield Drive,
       
        ENDICOTT, NY 13760"
56736,"$295,000",4 Bd,3 Bath,"2,808 Sqft",13760,"6643 State Route 17c,
       
        ENDICOTT, NY 13760"
56737,"$168,000",3 Bd,1 Bath,"2,418 Sqft",13732,"2714 Marshland Rd,
       
        Apalachin, NY 13732"
56738,"$499,000",,,,18853,"999 Baillets Pond Rd,
       
        Wyalusing, PA 18853"
56739,"$115,000",3 Bd,2 Bath,"1,560 Sqft",18853,"5155/5157 SR 706,
       
        Wyalusing, PA 18853"
56740,"$209,000",4 Bd,2 Bath,"1,856 Sqft",18853,"68 Marsh St,
       
        Wyalusing, PA 18853"
56741,"$290,000",3 Bd,2 Bath,"1,952 Sqft",18853,"5208 SR706,
       
        Wyalusing, PA 18853"
56742,"$441,800",3 Bd,2 Bath,"1,757 Sqft",18853,"14676 Rt 187,
       
        Wyalusing, PA 18853"
56743,"$69,500",3 Bd,2 Bath,"1,421 Sqft",18846,"7343 Route 187,
       
        Sugar Run, PA 18846"
56744,"$165,000",3 Bd,2 Bath,"1,513 Sqft",18846,"43 Quicks Bend Rd,
       
        Sugar Run, PA 18846"
56745,"$264,900",3 Bd,2 Bath,"2,992 Sqft",18846,"382 DECKER ROAD,
       
        Sugar Run, PA 18846"
56746,"$325,000",4 Bd,2 Bath,"3,050 Sqft",18623,"221 King Lane,
       
        Laceyville, PA 18623"
56747,"$265,000",2 Bd,1 Bath,768 Sqft,18848,"143 Goldenwolfe Lane,
       
        Towanda, PA 18848"
56748,"$94,900",3 Bd,2 Bath,"3,928 Sqft",18823,"458 W. MAIN ST.,
       
        Laceyville, PA 18823"
56749,"$309,900",3 Bd,2 Bath,"1,758 Sqft",18623,"9274 SR 3001,
       
        Laceyville, PA 18623"
56750,"$159,900",4 Bd,3 Bath,"2,239 Sqft",18623,"187 Ball Park Road,
       
        Laceyville, PA 18623"
56751,"$135,000",3 Bd,2 Bath,"1,392 Sqft",18623,"135 Ballpark Road,
       
        Laceyville, PA 18623"
56752,"$159,900",2 Bd,2 Bath,992 Sqft,18833,"214 Wapple Hill Lane,
       
        New Albany, PA 18833"
56753,"$234,500",5 Bd,2 Bath,"1,826 Sqft",18848,"18742 Rt 187,
       
        Towanda, PA 18848"
56754,"$489,500",3 Bd,3 Bath,"2,039 Sqft",18623,"425 Sr 4002,
       
        Laceyville, PA 18623"
56755,"$95,000",3 Bd,1 Bath,980 Sqft,18854,"1725 River Rd,
       
        Wysox, PA 18854"
56756,"$289,900",5 Bd,2 Bath,"2,045 Sqft",18854,"33437 Route 6,
       
        Wysox, PA 18854"
56757,"$129,000",3 Bd,1 Bath,"1,604 Sqft",18623,"8018 Route 367,
       
        Laceyville, PA 18623"
56758,"$299,000",4 Bd,2 Bath,"2,360 Sqft",18623,"7849 Route 367,
       
        Laceyville, PA 18623"
56759,"$430,000",3 Bd,1 Bath,"2,478 Sqft",18854,"2399 KEENE SUMMIT RD,
       
        Wysox, PA 18854"
56760,"$359,900",5 Bd,3 Bath,"3,264 Sqft",18854,"2760 Mercur Hill Road,
       
        Wysox, PA 18854"
56761,"$95,000",3 Bd,1 Bath,980 Sqft,18854,"1725 River Rd,
       
        Wysox, PA 18854"
56762,"$190,650",,,,18854,"0 Route 187,
       
        Wysox, PA 18854"
56763,"$263,400",,,,18854,"0 Route 187,
       
        Wysox, PA 18854"
56764,"$225,000",4 Bd,2 Bath,"1,926 Sqft",18854,"1900 Golden Mile Rd,
       
        Wysox, PA 18854"
56765,"$289,900",5 Bd,2 Bath,"2,045 Sqft",18854,"33437 Route 6,
       
        Wysox, PA 18854"
56766,"$100,000",,,,18854,"1864 GOLDEN MILE Road,
       
        Wysox, PA 18854"
56767,"$430,000",3 Bd,1 Bath,"2,478 Sqft",18854,"2399 KEENE SUMMIT RD,
       
        Wysox, PA 18854"
56768,"$470,000",4 Bd,3 Bath,"4,054 Sqft",18854,"487 Fall Run Rd,
       
        Wysox, PA 18854"
56769,"$950,000",,,,18854,"57 Coolbaugh Rd,
       
        Wysox, PA 18854"
56770,"$195,000",3 Bd,1 Bath,"1,296 Sqft",18848,"453 Lake Rd,
       
        Towanda, PA 18848"
56771,"$179,900",3 Bd,2 Bath,"1,456 Sqft",18848,"339 Rockview Ln,
       
        Towanda, PA 18848"
56772,"$169,900",3 Bd,2 Bath,"1,456 Sqft",18848,"275 Rockview Ln,
       
        Towanda, PA 18848"
56773,"$189,900",2 Bd,2 Bath,"1,334 Sqft",18848,"377 Rockview Ln,
       
        Towanda, PA 18848"
56774,"$149,000",3 Bd,2 Bath,"1,882 Sqft",18848,"10 Mix Ave,
       
        Towanda, PA 18848"
56775,"$138,000",2 Bd,1 Bath,"1,646 Sqft",18848,"14 Lombard Street,
       
        Towanda, PA 18848"
56776,"$227,000",3 Bd,2 Bath,"2,166 Sqft",18848,"110 Second,
       
        Towanda, PA 18848"
56777,"$49,500",4 Bd,2 Bath,"2,875 Sqft",18848,"506 Second Street,
       
        Towanda, PA 18848"
56778,"$174,500",3 Bd,2 Bath,"1,643 Sqft",18848,"314 York Avenue,
       
        Towanda, PA 18848"
56779,"$310,000",5 Bd,2 Bath,"2,992 Sqft",18848,"728 Second Street,
       
        Towanda, PA 18848"
56780,"$129,000",4 Bd,1 Bath,"1,760 Sqft",18848,"602 Third St,
       
        Towanda, PA 18848"
56781,"$199,000",3 Bd,3 Bath,"1,468 Sqft",18848,"237 N. Fourth St,
       
        Towanda, PA 18848"
56782,"$525,000",3 Bd,3 Bath,"1,656 Sqft",18901,"300 PHEASANT RUN DRIVE,
       
        DOYLESTOWN, PA 18901"
56783,"$729,000",4 Bd,3 Bath,"2,620 Sqft",18901,"45 SYCAMORE WAY,
       
        DOYLESTOWN, PA 18901"
56784,"$1,100,000",,,,18901,"285 N MAIN STREET,
       
        DOYLESTOWN, PA 18901"
56785,"$550,000",4 Bd,3 Bath,"2,112 Sqft",18901,"3 BROADALE COURT,
       
        DOYLESTOWN, PA 18901"
56786,"$719,000",3 Bd,4 Bath,"2,378 Sqft",18901,"42 CHARTER OAK COURT,
       
        DOYLESTOWN, PA 18901"
56787,"$1,250,000",4 Bd,4 Bath,"4,193 Sqft",18901,"65 BITTERSWEET DRIVE,
       
        DOYLESTOWN, PA 18901"
56788,"$1,095,000",5 Bd,4 Bath,"4,037 Sqft",18901,"20 TRACY DRIVE,
       
        DOYLESTOWN, PA 18901"
56789,"$425,000",3 Bd,3 Bath,"1,510 Sqft",18901,"126 WESTBURY COURT,
       
        DOYLESTOWN, PA 18901"
56790,"$433,900",3 Bd,3 Bath,"1,492 Sqft",18901,"123 CAROUSEL CIRCLE,
       
        DOYLESTOWN, PA 18901"
56791,"$499,900",3 Bd,2 Bath,"1,359 Sqft",18901,"52 EVERGREEN DRIVE,
       
        DOYLESTOWN, PA 18901"
56792,"$1,175,000",4 Bd,4 Bath,"4,011 Sqft",18901,"4850 BERGSTROM ROAD,
       
        DOYLESTOWN, PA 18901"
56793,"$650,000",,,,18901,"LOT 6 HENRY COURT,
       
        DOYLESTOWN, PA 18901"
56794,"$469,000",3 Bd,3 Bath,"1,664 Sqft",18901,"3 SANDY RIDGE DRIVE,
       
        DOYLESTOWN, PA 18901"
56795,"$429,000",2 Bd,2 Bath,"1,302 Sqft",18901,"656 N CHUBB DRIVE,
       
        DOYLESTOWN, PA 18901"
56796,"$1,329,990",4 Bd,5 Bath,"3,200 Sqft",18901,"1 CLEAR SPRINGS COURT,
       
        DOYLESTOWN, PA 18901"
56797,"$250,000",,,,18901,"403 S MAIN ST #A203,
       
        DOYLESTOWN, PA 18901"
56798,"$2,170,000",,,,18901,"LOT 6 HENRY COURT,
       
        DOYLESTOWN, PA 18901"
56799,"$595,000",4 Bd,3 Bath,"2,514 Sqft",18901,"7 SAUERMAN ROAD,
       
        DOYLESTOWN, PA 18901"
56800,"$250,000",1 Bd,1 Bath,880 Sqft,18901,"1 ASPEN WAY,
       
        DOYLESTOWN, PA 18901"
56801,"$250,000",1 Bd,1 Bath,880 Sqft,18901,"3-5 ASPEN WAY,
       
        DOYLESTOWN, PA 18901"
56802,"$2,350,000",5 Bd,5 Bath,"4,196 Sqft",18901,"132 W OAKLAND AVENUE,
       
        DOYLESTOWN, PA 18901"
56803,"$899,900",2 Bd,2 Bath,"1,971 Sqft",18901,"138 N CLINTON STREET,
       
        DOYLESTOWN, PA 18901"
56804,"$650,000",4 Bd,3 Bath,"2,107 Sqft",18902,"5173 YORK ROAD,
       
        DOYLESTOWN, PA 18902"
56805,"$950,000",,,,18902,"5694 S DEER RUN ROAD,
       
        DOYLESTOWN, PA 18902"
56806,"$1,440,000",,,,18902,"4099 CURLY HILL ROAD,
       
        DOYLESTOWN, PA 18902"
56807,"$800,000",4 Bd,3 Bath,"2,890 Sqft",18902,"4550 OVERLOOK CIRCLE,
       
        DOYLESTOWN, PA 18902"
56808,"$898,714",3 Bd,3 Bath,"3,176 Sqft",18902,"4843 E BLOSSOM DRIVE,
       
        DOYLESTOWN, PA 18902"
56809,"$1,325,000",4 Bd,4 Bath,"4,230 Sqft",18902,"4863 INDIGO DRIVE,
       
        DOYLESTOWN, PA 18902"
56810,"$349,900",,,,18902,"6390 FERRY RD,
       
        DOYLESTOWN, PA 18902"
56811,"$630,000",4 Bd,2 Bath,"2,342 Sqft",18902,"2808 BELLOWS PLACE,
       
        DOYLESTOWN, PA 18902"
56812,"$775,000",4 Bd,3 Bath,"2,710 Sqft",18902,"4780 TWINBROOK CIRCLE,
       
        DOYLESTOWN, PA 18902"
56813,"$875,000",6 Bd,4 Bath,"4,275 Sqft",18902,"2986 ANTLER DRIVE,
       
        DOYLESTOWN, PA 18902"
56814,"$2,595,000",4 Bd,5 Bath,"6,167 Sqft",18902,"3380 INDIAN SPRINGS ROAD,
       
        DOYLESTOWN, PA 18902"
56815,"$1,700,000",4 Bd,4 Bath,"3,183 Sqft",18902,"3455 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
56816,"$1,750,000",4 Bd,4 Bath,"3,383 Sqft",18902,"3479 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
56817,"$585,000",4 Bd,3 Bath,"2,355 Sqft",18902,"3184 BERKSHIRE ROAD,
       
        DOYLESTOWN, PA 18902"
56818,"$775,000",,,,18902,"5310 WALDEN WAY,
       
        DOYLESTOWN, PA 18902"
56819,"$1,059,000",4 Bd,4 Bath,"4,760 Sqft",18902,"5230 CARVERSVILLE ROAD,
       
        DOYLESTOWN, PA 18902"
56820,"$1,500,000",6 Bd,6 Bath,"5,600 Sqft",18902,"5987 POINT PLEASANT PIKE,
       
        DOYLESTOWN, PA 18902"
56821,"$529,900",3 Bd,3 Bath,"1,912 Sqft",18902,"5132 SUGAR HILL COURT,
       
        DOYLESTOWN, PA 18902"
56822,"$849,900",4 Bd,3 Bath,"3,820 Sqft",18902,"20 JOHN DYER WAY,
       
        DOYLESTOWN, PA 18902"
56823,"$1,599,000",4 Bd,6 Bath,"6,286 Sqft",18902,"2720 KENT DRIVE,
       
        DOYLESTOWN, PA 18902"
56824,"$370,000",2 Bd,2 Bath,"1,801 Sqft",18902,"5477 RINKER CIRCLE,
       
        DOYLESTOWN, PA 18902"
56825,"$499,900",,,,18902,"5805 RIDGEVIEW DRIVE,
       
        DOYLESTOWN, PA 18902"
56826,"$1,175,000",5 Bd,5 Bath,"5,657 Sqft",18902,"3762 CHURCH SCHOOL ROAD,
       
        DOYLESTOWN, PA 18902"
56827,"$429,000",2 Bd,2 Bath,"1,302 Sqft",18901,"656 N CHUBB DRIVE,
       
        DOYLESTOWN, PA 18901"
56828,"$775,000",4 Bd,3 Bath,"2,710 Sqft",18902,"4780 TWINBROOK CIRCLE,
       
        DOYLESTOWN, PA 18902"
56829,"$630,000",3 Bd,3 Bath,"1,722 Sqft",18901,"53 BELMONT SQUARE,
       
        DOYLESTOWN, PA 18901"
56830,"$700,000",4 Bd,3 Bath,"2,564 Sqft",18901,"71 PHEASANT ROAD,
       
        DOYLESTOWN, PA 18901"
56831,"$799,995",4 Bd,4 Bath,"2,552 Sqft",18901,"513 MAPLE AVENUE,
       
        DOYLESTOWN, PA 18901"
56832,"$1,380,000",4 Bd,4 Bath,"3,950 Sqft",18901,"17 EASTHILL DRIVE,
       
        DOYLESTOWN, PA 18901"
56833,"$3,499,999",6 Bd,8 Bath,"9,467 Sqft",18902,"3111 BURNT HOUSE HILL ROAD,
       
        DOYLESTOWN, PA 18902"
56834,"$2,250,000",5 Bd,4 Bath,"5,043 Sqft",18901,"336 LINDEN AVE,
       
        DOYLESTOWN, PA 18901"
56835,"$2,569,000",6 Bd,8 Bath,"10,587 Sqft",18901,"152 WATER CREST DRIVE #LOT 5,
       
        DOYLESTOWN, PA 18901"
56836,"$1,325,000",4 Bd,4 Bath,"4,230 Sqft",18902,"4863 INDIGO DRIVE,
       
        DOYLESTOWN, PA 18902"
56837,"$1,199,000",4 Bd,5 Bath,"4,276 Sqft",18902,"4871 INDIGO DRIVE,
       
        DOYLESTOWN, PA 18902"
56838,"$1,599,000",4 Bd,6 Bath,"6,286 Sqft",18902,"2720 KENT DRIVE,
       
        DOYLESTOWN, PA 18902"
56839,"$1,350,000",3 Bd,2 Bath,"2,896 Sqft",18901,"164 E STATE STREET,
       
        DOYLESTOWN, PA 18901"
56840,"$2,700,000",4 Bd,4 Bath,"3,546 Sqft",18902,"4897 LANDISVILLE ROAD,
       
        DOYLESTOWN, PA 18902"
56841,"$800,000",4 Bd,3 Bath,"2,890 Sqft",18902,"4550 OVERLOOK CIRCLE,
       
        DOYLESTOWN, PA 18902"
56842,"$1,750,000",4 Bd,4 Bath,"3,383 Sqft",18902,"3479 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
56843,"$739,000",4 Bd,3 Bath,"4,066 Sqft",18925,"3614 Oak Lane,
       
        Buckingham Twp, PA 18925"
56844,"$1,700,000",4 Bd,4 Bath,"3,183 Sqft",18902,"3455 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
56845,"$749,000",2 Bd,2 Bath,"2,700 Sqft",18902,"3269 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
56846,"$4,295,000",8 Bd,9 Bath,"10,400 Sqft",18902,"3468 HOLICONG ROAD,
       
        DOYLESTOWN, PA 18902"
56847,"$1,495,000",,,,18901,"37 N CLINTON STREET,
       
        DOYLESTOWN, PA 18901"
56848,"$1,175,000",5 Bd,5 Bath,"5,657 Sqft",18902,"3762 CHURCH SCHOOL ROAD,
       
        DOYLESTOWN, PA 18902"
56849,"$429,000",2 Bd,2 Bath,"1,302 Sqft",18901,"656 N CHUBB DRIVE,
       
        DOYLESTOWN, PA 18901"
56850,"$775,000",4 Bd,3 Bath,"2,710 Sqft",18902,"4780 TWINBROOK CIRCLE,
       
        DOYLESTOWN, PA 18902"
56851,"$630,000",3 Bd,3 Bath,"1,722 Sqft",18901,"53 BELMONT SQUARE,
       
        DOYLESTOWN, PA 18901"
56852,"$700,000",4 Bd,3 Bath,"2,564 Sqft",18901,"71 PHEASANT ROAD,
       
        DOYLESTOWN, PA 18901"
56853,"$799,995",4 Bd,4 Bath,"2,552 Sqft",18901,"513 MAPLE AVENUE,
       
        DOYLESTOWN, PA 18901"
56854,"$1,380,000",4 Bd,4 Bath,"3,950 Sqft",18901,"17 EASTHILL DRIVE,
       
        DOYLESTOWN, PA 18901"
56855,"$3,499,999",6 Bd,8 Bath,"9,467 Sqft",18902,"3111 BURNT HOUSE HILL ROAD,
       
        DOYLESTOWN, PA 18902"
56856,"$2,250,000",5 Bd,4 Bath,"5,043 Sqft",18901,"336 LINDEN AVE,
       
        DOYLESTOWN, PA 18901"
56857,"$2,569,000",6 Bd,8 Bath,"10,587 Sqft",18901,"152 WATER CREST DRIVE #LOT 5,
       
        DOYLESTOWN, PA 18901"
56858,"$1,325,000",4 Bd,4 Bath,"4,230 Sqft",18902,"4863 INDIGO DRIVE,
       
        DOYLESTOWN, PA 18902"
56859,"$1,199,000",4 Bd,5 Bath,"4,276 Sqft",18902,"4871 INDIGO DRIVE,
       
        DOYLESTOWN, PA 18902"
56860,"$1,599,000",4 Bd,6 Bath,"6,286 Sqft",18902,"2720 KENT DRIVE,
       
        DOYLESTOWN, PA 18902"
56861,"$1,350,000",3 Bd,2 Bath,"2,896 Sqft",18901,"164 E STATE STREET,
       
        DOYLESTOWN, PA 18901"
56862,"$2,700,000",4 Bd,4 Bath,"3,546 Sqft",18902,"4897 LANDISVILLE ROAD,
       
        DOYLESTOWN, PA 18902"
56863,"$800,000",4 Bd,3 Bath,"2,890 Sqft",18902,"4550 OVERLOOK CIRCLE,
       
        DOYLESTOWN, PA 18902"
56864,"$1,750,000",4 Bd,4 Bath,"3,383 Sqft",18902,"3479 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
56865,"$739,000",4 Bd,3 Bath,"4,066 Sqft",18925,"3614 Oak Lane,
       
        Buckingham Twp, PA 18925"
56866,"$1,700,000",4 Bd,4 Bath,"3,183 Sqft",18902,"3455 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
56867,"$749,000",2 Bd,2 Bath,"2,700 Sqft",18902,"3269 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
56868,"$4,295,000",8 Bd,9 Bath,"10,400 Sqft",18902,"3468 HOLICONG ROAD,
       
        DOYLESTOWN, PA 18902"
56869,"$1,495,000",,,,18901,"37 N CLINTON STREET,
       
        DOYLESTOWN, PA 18901"
56870,"$2,195,000",5 Bd,6 Bath,"4,100 Sqft",18912,"2348 QUARRY ROAD,
       
        BUCKINGHAM, PA 18912"
56871,"$630,000",4 Bd,2 Bath,"2,342 Sqft",18902,"2808 BELLOWS PLACE,
       
        DOYLESTOWN, PA 18902"
56872,"$2,425,000",5 Bd,5 Bath,"6,300 Sqft",18902,"5025 ANDERSON ROAD,
       
        DOYLESTOWN, PA 18902"
56873,"$800,000",4 Bd,3 Bath,"2,890 Sqft",18902,"4550 OVERLOOK CIRCLE,
       
        DOYLESTOWN, PA 18902"
56874,"$650,000",4 Bd,3 Bath,"2,107 Sqft",18902,"5173 YORK ROAD,
       
        DOYLESTOWN, PA 18902"
56875,"$1,599,000",4 Bd,6 Bath,"6,286 Sqft",18902,"2720 KENT DRIVE,
       
        DOYLESTOWN, PA 18902"
56876,"$1,895,000",5 Bd,4 Bath,"6,700 Sqft",18902,"3041 HOLICONG ROAD,
       
        DOYLESTOWN, PA 18902"
56877,"$3,499,999",6 Bd,8 Bath,"9,467 Sqft",18902,"3111 BURNT HOUSE HILL ROAD,
       
        DOYLESTOWN, PA 18902"
56878,"$1,199,000",4 Bd,5 Bath,"4,276 Sqft",18902,"4871 INDIGO DRIVE,
       
        DOYLESTOWN, PA 18902"
56879,"$1,325,000",4 Bd,4 Bath,"4,230 Sqft",18902,"4863 INDIGO DRIVE,
       
        DOYLESTOWN, PA 18902"
56880,"$749,000",2 Bd,2 Bath,"2,700 Sqft",18902,"3269 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
56881,"$2,295,000",4 Bd,3 Bath,"5,296 Sqft",18938,"1661 DURHAM ROAD,
       
        NEW HOPE, PA 18938"
56882,"$1,750,000",4 Bd,4 Bath,"3,383 Sqft",18902,"3479 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
56883,"$950,000",,,,18902,"5694 S DEER RUN ROAD,
       
        DOYLESTOWN, PA 18902"
56884,"$1,700,000",4 Bd,4 Bath,"3,183 Sqft",18902,"3455 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
56885,"$4,295,000",8 Bd,9 Bath,"10,400 Sqft",18902,"3468 HOLICONG ROAD,
       
        DOYLESTOWN, PA 18902"
56886,"$875,000",6 Bd,4 Bath,"4,275 Sqft",18902,"2986 ANTLER DRIVE,
       
        DOYLESTOWN, PA 18902"
56887,"$739,000",4 Bd,3 Bath,"4,066 Sqft",18925,"3614 Oak Lane,
       
        Buckingham Twp, PA 18925"
56888,"$2,595,000",4 Bd,5 Bath,"6,167 Sqft",18902,"3380 INDIAN SPRINGS ROAD,
       
        DOYLESTOWN, PA 18902"
56889,"$465,000",3 Bd,1 Bath,"2,350 Sqft",18925,"3409 YORK ROAD,
       
        FURLONG, PA 18925"
56890,"$798,999",4 Bd,3 Bath,"2,908 Sqft",18938,"170 EQUESTRIAN DRIVE,
       
        NEW HOPE, PA 18938"
56891,"$1,550,000",5 Bd,5 Bath,"7,046 Sqft",18938,"17 BELLINGHAMSHIRE PLACE,
       
        NEW HOPE, PA 18938"
56892,"$550,000",2 Bd,2 Bath,"1,382 Sqft",18913,"6124 CARVERSVILLE ROAD,
       
        CARVERSVILLE, PA 18913"
56893,"$1,700,000",4 Bd,4 Bath,"3,000 Sqft",18938,"6891 FLEECYDALE ROAD,
       
        NEW HOPE, PA 18938"
56894,"$1,595,000",5 Bd,5 Bath,"4,527 Sqft",18902,"4489 MCNEIL ROAD,
       
        DOYLESTOWN, PA 18902"
56895,"$4,875,000",3 Bd,4 Bath,"4,100 Sqft",18938,"6510 FLEECYDALE ROAD,
       
        NEW HOPE, PA 18938"
56896,"$1,350,000",,,,18938,"6185 MECHANICSVILLE,
       
        NEW HOPE, PA 18938"
56897,"$1,800,000",4 Bd,5 Bath,"6,135 Sqft",18902,"5665 KINGFISHER,
       
        DOYLESTOWN, PA 18902"
56898,"$2,595,000",4 Bd,5 Bath,"6,167 Sqft",18902,"3380 INDIAN SPRINGS ROAD,
       
        DOYLESTOWN, PA 18902"
56899,"$875,000",6 Bd,4 Bath,"4,275 Sqft",18902,"2986 ANTLER DRIVE,
       
        DOYLESTOWN, PA 18902"
56900,"$2,495,000",3 Bd,4 Bath,"4,100 Sqft",18938,"3440 N SUGAN ROAD,
       
        NEW HOPE, PA 18938"
56901,"$1,350,000",4 Bd,3 Bath,"2,188 Sqft",18938,"3721 RIVER RD,
       
        NEW HOPE, PA 18938"
56902,"$650,000",3 Bd,3 Bath,"2,200 Sqft",18938,"4872 RIVER ROAD,
       
        NEW HOPE, PA 18938"
56903,"$2,695,000",6 Bd,4 Bath,"4,529 Sqft",18933,"6681 GREENHILL ROAD,
       
        LUMBERVILLE, PA 18933"
56904,"$1,500,000",6 Bd,6 Bath,"5,600 Sqft",18902,"5987 POINT PLEASANT PIKE,
       
        DOYLESTOWN, PA 18902"
56905,"$950,000",,,,18902,"5694 S DEER RUN ROAD,
       
        DOYLESTOWN, PA 18902"
56906,"$1,490,000",4 Bd,4 Bath,"2,980 Sqft",18947,"37 BYRAM ROAD,
       
        PIPERSVILLE, PA 18947"
56907,"$775,000",,,,18902,"5310 WALDEN WAY,
       
        DOYLESTOWN, PA 18902"
56908,"$1,495,000",4 Bd,4 Bath,"3,000 Sqft",08559,"2200 DANIEL BRAY HIGHWAY,
       
        STOCKTON, NJ 08559"
56909,"$1,059,000",4 Bd,4 Bath,"4,760 Sqft",18902,"5230 CARVERSVILLE ROAD,
       
        DOYLESTOWN, PA 18902"
56910,"$4,295,000",8 Bd,9 Bath,"10,400 Sqft",18902,"3468 HOLICONG ROAD,
       
        DOYLESTOWN, PA 18902"
56911,"$949,900",6 Bd,4 Bath,"3,300 Sqft",18902,"5671 POINT PLEASANT PIKE,
       
        DOYLESTOWN, PA 18902"
56912,"$1,550,000",5 Bd,5 Bath,"7,046 Sqft",18938,"17 BELLINGHAMSHIRE PLACE,
       
        NEW HOPE, PA 18938"
