Date/Time,Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),LV ActivePower (kW)
20 07 2018 18:00,5.511034012,472.1796377,337.105896,353.7034912
20 07 2018 18:10,5.694471836,526.7221457,339.4071045,394.4715881
20 07 2018 18:20,4.922019958,317.0710422,346.5739136,241.2745972
20 07 2018 18:30,4.191779137,159.4536289,347.543396,119.4825974
20 07 2018 18:40,4.165949821,154.4414805,344.5586853,110.4685974
20 07 2018 18:50,3.97460103,123.1750064,344.5397034,74.44389343
20 07 2018 19:00,3.787034988,90.73904547,345.5535889,54.07448959
20 07 2018 19:10,3.019814014,16.66545608,353.4592896,0.2333997041
20 07 2018 19:20,3.652493,70.93954521,346.817688,0
20 07 2018 19:30,4.829827785,295.2681022,347.4295044,218.3506012
20 07 2018 19:40,4.642710209,252.8331238,345.7391968,193.6735992
20 07 2018 19:50,4.467059135,215.0595952,346.4130859,152.3404999
20 07 2018 20:00,4.656332016,255.8434826,358.2026062,189.3368073
20 07 2018 20:10,5.013165951,339.2406363,6.679777145,259.7562866
20 07 2018 20:20,5.54352808,481.6091251,12.19194031,382.9764099
20 07 2018 20:30,6.798160076,927.6579247,16.1084404,752.8477783
20 07 2018 20:40,7.917757988,1483.257624,20.15286064,1210.108032
20 07 2018 20:50,7.241476059,1128.505319,24.67217064,919.8165283
20 07 2018 21:00,7.073299885,1049.329843,27.71446991,950.2609253
20 07 2018 21:10,7.143576145,1081.953081,28.31008911,953.1008301
20 07 2018 21:20,6.904829025,973.7153385,22.45657921,808.1956787
20 07 2018 21:30,6.463034153,791.606949,20.49292946,681.97052
20 07 2018 21:40,7.484230995,1249.804243,15.22474957,1026.546021
20 07 2018 21:50,7.693927765,1359.898558,13.81637955,1156.959961
20 07 2018 22:00,7.490832806,1253.225551,17.42259026,1017.703003
20 07 2018 22:10,7.113222122,1067.782248,20.45149994,875.8585815
20 07 2018 22:20,7.123970985,1072.786364,20.04243088,951.7072144
20 07 2018 22:30,6.589416027,841.4132898,21.45482063,723.4376221
20 07 2018 22:40,5.967070103,613.9397556,20.04948044,504.2345886
20 07 2018 22:50,5.971236229,615.332712,26.92271042,476.3262939
20 07 2018 23:00,6.370547771,756.2775456,35.16360092,583.0709839
20 07 2018 23:10,5.903728962,592.9887696,40.86206055,457.5900879
20 07 2018 23:20,5.755291939,545.5259939,43.96770859,392.8124084
20 07 2018 23:30,5.485187054,464.7487687,44.79650116,344.8374939
20 07 2018 23:40,5.354839802,428.1949845,38.05332947,311.3052063
20 07 2018 23:50,4.984700203,332.2498241,31.7011795,264.2298889
21 07 2018 00:00,4.061736107,134.5474006,11.36909962,106.8218994
21 07 2018 00:10,2.717240095,0,349.8068848,7.438971996
21 07 2018 00:20,2.282399893,0,357.9753113,0
21 07 2018 00:30,2.117117882,0,348.0855103,0
21 07 2018 00:40,2.522563934,0,356.0651855,0
21 07 2018 00:50,2.950738907,0,348.550293,0
21 07 2018 01:00,3.373294115,39.09329139,1.474308014,0
21 07 2018 01:10,4.060571194,134.3279117,358.331604,46.0284996
21 07 2018 01:20,4.246899128,170.2621502,4.599960804,106.3811035
21 07 2018 01:30,3.82130909,96.24578053,15.1468401,53.25680923
21 07 2018 01:40,3.460431099,47.69353892,22.04841042,15.05659008
21 07 2018 01:50,3.803035021,93.28634024,36.50286102,34.99106979
21 07 2018 02:00,3.83168292,97.94957187,30.56324005,69.27374268
21 07 2018 02:10,4.222551823,165.468743,29.38342094,111.3208008
21 07 2018 02:20,4.066661835,135.4761798,32.53723907,90.48135376
21 07 2018 02:30,3.751832962,85.27887901,31.25956917,49.76910019
21 07 2018 02:40,3.701092005,77.75734409,34.29244995,40.7351799
21 07 2018 02:50,3.359347105,37.82953471,38.11054993,26.09172058
21 07 2018 03:00,3.003401995,16.10978972,44.11840057,7.887613773
21 07 2018 03:10,3.474019051,49.14413445,50.52204895,0.5434666872
21 07 2018 03:20,3.362567902,38.11861151,42.27944946,15.78104019
21 07 2018 03:30,3.363209009,38.17635104,56.69018173,0
21 07 2018 03:40,3.327992916,35.10212156,62.29584885,0
21 07 2018 03:50,2.94273591,0,52.36983109,0
21 07 2018 04:00,2.469278097,0,39.95774841,0
21 07 2018 04:10,2.902687073,0,30.73988914,0
21 07 2018 04:20,2.439388037,0,35.53342819,0
21 07 2018 04:30,2.182497025,0,31.16402054,0
21 07 2018 04:40,2.697423935,0,22.22731018,0
21 07 2018 04:50,3.025743961,16.87682689,17.90039063,0
21 07 2018 05:00,2.634658098,0,13.31145,0
21 07 2018 05:10,1.838379979,0,16.86603928,0
21 07 2018 05:20,2.209721088,0,8.744315147,0
21 07 2018 05:30,1.824717999,0,14.70724964,0
21 07 2018 05:40,1.396275043,0,12.93519974,0
21 07 2018 05:50,2.148578882,0,16.35103989,0
21 07 2018 06:00,1.830438972,0,17.54944992,0
21 07 2018 06:10,2.031394958,0,27.10976982,0
21 07 2018 06:20,2.615556955,0,14.13236046,0
21 07 2018 06:30,2.637140989,0,9.067198753,0
21 07 2018 06:40,2.174161911,0,10.04275036,0
21 07 2018 06:50,2.373169899,0,38.57801819,0
21 07 2018 07:00,3.097795963,19.89459486,36.34645081,0
21 07 2018 07:10,3.085977077,19.34263111,23.11511993,0
21 07 2018 07:20,3.590039015,62.73293159,12.32015991,0
21 07 2018 07:30,2.704813957,0,4.04722023,0
21 07 2018 07:40,2.217097998,0,15.71164989,0
21 07 2018 07:50,2.914895058,0,24.01606941,0
21 07 2018 08:00,2.585769892,0,15.8217001,0
21 07 2018 08:10,1.735180974,0,359.5239868,0
21 07 2018 08:20,1.962484956,0,19.70848083,0
21 07 2018 08:30,2.39457202,0,28.97426987,0
21 07 2018 08:40,2.902537107,0,37.99560165,0
21 07 2018 08:50,1.971415997,0,29.52799988,0
21 07 2018 09:00,2.501854897,0,27.70793915,0
21 07 2018 09:10,3.016084909,16.53541505,31.39241982,0
21 07 2018 09:20,2.761054039,0,25.97229958,0
21 07 2018 09:30,2.922699928,0,0.5900220275,0
21 07 2018 09:40,2.738059998,0,345.7273865,0
21 07 2018 09:50,2.377023935,0,6.774106979,0
21 07 2018 10:00,3.470016003,48.71371551,18.23048973,0
21 07 2018 10:10,2.820497036,0,12.67053032,13.71057987
21 07 2018 10:20,3.21509099,26.5840424,18.53141975,32.13208008
21 07 2018 10:30,2.577583075,0,27.35491943,0
21 07 2018 10:40,2.883961916,0,33.39947891,0
21 07 2018 10:50,2.601878881,0,15.88895988,0
21 07 2018 11:00,2.302700996,0,20.13018036,0
21 07 2018 11:10,2.616125107,0,27.45587921,0
21 07 2018 11:20,3.029005051,16.99546506,27.04153061,0
21 07 2018 11:30,2.536812067,0,19.46434975,0
21 07 2018 11:40,2.65722394,0,24.10652924,0
21 07 2018 11:50,2.936621904,0,24.4012394,0
21 07 2018 12:00,2.728926897,0,18.69759941,0
21 07 2018 12:10,2.994087934,0,15.50625992,0
21 07 2018 12:20,2.56852603,0,16.70406914,0
21 07 2018 12:30,3.01799798,16.60184955,23.11396027,0
21 07 2018 12:40,2.870896101,0,5.477592945,0
21 07 2018 12:50,3.125062943,21.25327333,17.71441078,0
21 07 2018 13:00,3.21991396,26.90621867,5.021231174,0
21 07 2018 13:10,3.822493076,96.43936729,3.345062971,33.44197845
21 07 2018 13:20,4.642962933,252.8888653,10.75063038,195.0522003
21 07 2018 13:30,4.66799593,258.4307385,14.19410992,204.7998962
21 07 2018 13:40,5.260912895,402.7788952,13.23657036,313.8913879
21 07 2018 13:50,4.845502853,298.9321665,11.8487196,239.7472992
21 07 2018 14:00,5.006229877,337.5315502,10.18463993,280.4090881
21 07 2018 14:10,4.643917084,253.0993529,18.22308922,197.6358032
21 07 2018 14:20,4.710065842,267.8368268,18.23856926,219.8565063
21 07 2018 14:30,5.008528233,338.0974707,19.59885025,279.4363098
21 07 2018 14:40,4.640672207,252.3837667,22.81705093,200.357193
21 07 2018 14:50,4.512876987,224.730309,16.44947052,179.9479065
21 07 2018 15:00,4.672513962,259.4353024,21.93825912,225.3265991
21 07 2018 15:10,4.687661171,262.8129912,29.03030014,223.4196014
21 07 2018 15:20,5.443520069,452.8982246,23.28053093,356.7019958
21 07 2018 15:30,5.543220997,481.5195525,23.57117081,396.5058899
21 07 2018 15:40,4.953849792,324.7424376,28.11451912,260.8215942
21 07 2018 15:50,4.337347031,188.342303,34.44631958,158.5700073
21 07 2018 16:00,4.456511021,212.8508538,43.12865067,183.9443054
21 07 2018 16:10,5.312448025,416.630175,54.20772934,310.4468079
21 07 2018 16:20,5.672529221,520.0276793,53.5256691,374.765686
21 07 2018 16:30,5.74549818,542.4732002,49.82926178,379.4341125
21 07 2018 16:40,6.106071949,660.3583124,51.59059143,495.0533142
21 07 2018 16:50,5.832833767,570.0380469,42.19244003,422.0700073
21 07 2018 17:00,5.357624054,428.9600178,43.11830902,333.9216003
21 07 2018 17:10,5.152177811,374.283458,40.17147064,274.1773987
21 07 2018 17:20,5.698136806,527.8448906,35.72608185,373.9541016
21 07 2018 17:30,5.58732605,494.4751422,32.87770844,379.3812866
21 07 2018 17:40,5.481648922,463.7363443,32.95833969,319.8369141
21 07 2018 17:50,5.124018192,367.0613978,39.54650879,254.4483032
21 07 2018 18:00,5.277901173,407.3199279,42.34244919,284.2155151
21 07 2018 18:10,4.863094807,303.0651033,43.54109955,214.0030975
21 07 2018 18:20,4.6117239,246.0297833,32.28282928,193.2740021
21 07 2018 18:30,4.541742802,230.8879027,27.02882004,167.8435974
21 07 2018 18:40,4.552188873,233.1287901,25.85497093,163.582901
21 07 2018 18:50,4.322276115,185.2992063,28.83922958,120.6415024
21 07 2018 19:00,4.47941494,217.6552045,22.36897087,122.1989975
21 07 2018 19:10,4.326344967,186.1195625,23.18301964,129.9640961
21 07 2018 19:20,4.692217827,263.8320418,18.51676941,172.6192017
21 07 2018 19:30,4.551177025,232.911435,22.05891037,172.2100983
21 07 2018 19:40,4.77082777,281.6311945,21.96821976,199.8513947
21 07 2018 19:50,5.35757494,428.9465167,18.72950935,284.1528015
21 07 2018 20:00,5.279788017,407.8257977,18.50707054,273.495697
21 07 2018 20:10,4.993255138,334.3443386,19.6479702,239.5908966
21 07 2018 20:20,5.598324776,497.7345706,7.741828918,307.5505981
21 07 2018 20:30,4.797648907,287.8004425,9.327477455,194.7357025
21 07 2018 20:40,4.958559036,325.8838123,10.69478035,206.6448975
21 07 2018 20:50,4.980187893,331.1472976,7.021720886,250.5605927
21 07 2018 21:00,4.687191963,262.7081355,7.281311989,183.6389008
21 07 2018 21:10,4.361648083,193.2753961,11.97399044,132.0157928
21 07 2018 21:20,4.628201962,249.6400393,7.675572872,161.4584961
21 07 2018 21:30,4.158792019,153.0583622,4.202094078,113.6188965
21 07 2018 21:40,4.222517967,165.4620989,2.414947987,116.7649994
21 07 2018 21:50,4.015963078,125.9694285,4.33669281,84.2322998
21 07 2018 22:00,3.890234947,107.8889792,358.8304138,54.00983047
21 07 2018 22:10,4.230532169,167.0365229,356.8895874,114.9128036
21 07 2018 22:20,4.20351696,161.7423609,2.713378906,109.957901
21 07 2018 22:30,4.510439873,224.212744,359.5925903,139.2008057
21 07 2018 22:40,4.202023983,161.4508634,1.221091986,94.97088623
21 07 2018 22:50,4.302426815,181.3100709,359.8049927,119.1882019
21 07 2018 23:00,4.080150127,138.0252287,359.8864136,74.34960938
21 07 2018 23:10,3.68296504,75.17018098,0.1904004067,26.57420921
21 07 2018 23:20,2.9325459,0,354.4005127,0.8721340895
21 07 2018 23:30,3.495774984,51.52822631,337.5087891,0
21 07 2018 23:40,3.40613699,42.19216401,340.6583862,11.77029991
21 07 2018 23:50,2.676934004,0,346.4014893,0
22 07 2018 00:00,2.542295933,0,343.7796021,0
22 07 2018 00:10,2.637804985,0,345.726593,0
22 07 2018 00:20,3.033890009,17.1763629,323.892395,0
22 07 2018 00:30,2.796647072,0,325.3977966,0
22 07 2018 00:40,2.657916069,0,332.5806885,0
22 07 2018 00:50,2.309174061,0,347.5826111,0
22 07 2018 01:00,2.560300112,0,345.9742126,0
22 07 2018 01:10,2.895792007,0,353.4118958,0
22 07 2018 01:20,3.261094093,29.80862103,357.5664978,0
22 07 2018 01:30,2.798823118,0,2.747550011,0
22 07 2018 01:40,2.584043026,0,3.317698956,0
22 07 2018 01:50,2.985038996,0,356.7226868,0
22 07 2018 02:00,2.853480101,0,352.5873108,0
22 07 2018 02:10,2.489732027,0,345.153595,0
22 07 2018 02:20,2.665942907,0,353.5177917,0
22 07 2018 02:30,2.440526009,0,355.2278137,0
22 07 2018 02:40,2.051853895,0,353.1646118,0
22 07 2018 02:50,1.743093967,0,352.881012,0
22 07 2018 03:00,1.854889989,0,1.236356974,0
22 07 2018 03:10,2.167702913,0,2.558238983,0
22 07 2018 03:20,2.450736046,0,16.68077087,0
22 07 2018 03:30,1.774652958,0,14.43587971,0
22 07 2018 03:40,1.590060949,0,338.4536133,0
22 07 2018 03:50,2.100322962,0,359.6077881,0
22 07 2018 04:00,1.799080014,0,18.20198059,0
22 07 2018 04:10,1.385982037,0,7.417935848,0
22 07 2018 04:20,1.627416015,0,11.99825001,0
22 07 2018 04:30,1.30173099,0,14.58189011,0
22 07 2018 04:40,1.317433,0,352.2388,0
22 07 2018 04:50,1.049960017,0,342.7821045,0
22 07 2018 05:00,0.9246408939,0,346.2038879,0
22 07 2018 05:10,1.125831962,0,322.3363037,0
22 07 2018 05:20,1.191336036,0,293.401886,0
22 07 2018 05:30,0.9487227201,0,291.6252136,0
22 07 2018 05:40,1.372061014,0,281.0625,0
22 07 2018 05:50,1.061874986,0,244.2796936,0
22 07 2018 06:00,0.8830310106,0,254.7234039,0
22 07 2018 06:10,1.657114029,0,246.5001984,0
22 07 2018 06:20,1.53846395,0,230.5718994,0
22 07 2018 06:30,1.856719971,0,219.7232056,0
22 07 2018 06:40,1.474087,0,254.7653961,0
22 07 2018 06:50,1.007295012,0,286.2219849,0
22 07 2018 07:00,1.426264048,0,280.0646973,0
22 07 2018 07:10,0.8683546185,0,232.7436066,0
22 07 2018 07:20,1.335755944,0,193.1421967,0
22 07 2018 07:30,1.478327036,0,236.8480988,0
22 07 2018 07:40,0.7867407203,0,310.0224915,0
22 07 2018 07:50,1.760653019,0,3.670996904,0
22 07 2018 08:00,3.184736967,24.64180271,4.010694027,0
22 07 2018 08:10,3.231014967,27.66191214,12.89799023,17.54957008
22 07 2018 08:20,2.710108042,0,345.3594971,0
22 07 2018 08:30,3.586025,62.226824,296.8081055,11.42212963
22 07 2018 08:40,2.593415976,0,285.8745117,-0.109866403
22 07 2018 08:50,2.362807989,0,278.4541931,0
22 07 2018 09:00,2.60115099,0,273.5119934,0
22 07 2018 09:10,2.871107101,0,270.756012,0
22 07 2018 09:20,2.583934069,0,257.2367859,0
22 07 2018 09:30,2.475697041,0,264.3546143,0
22 07 2018 09:40,3.052870035,17.91546038,256.64151,0
22 07 2018 09:50,2.942956924,0,263.6404114,0
22 07 2018 10:00,3.720519066,80.58842805,270.3352966,12.84440041
22 07 2018 10:10,4.029034138,128.4093283,262.7101135,93.19769287
22 07 2018 10:20,3.54955101,57.74613734,261.8608093,59.85625076
22 07 2018 10:30,3.919261932,113.0197819,269.6661987,83.67725372
22 07 2018 10:40,3.58336091,61.89234528,276.7037048,58.23048019
22 07 2018 10:50,4.763624191,279.9827084,285.5494995,211.1696014
22 07 2018 11:00,5.121780872,366.4903241,265.4877014,255.4396057
22 07 2018 11:10,5.328285217,420.9324711,267.8063049,320.1012878
22 07 2018 11:20,5.179430008,381.3338475,275.4161987,321.6964111
22 07 2018 11:30,4.134729862,148.4271456,277.2536926,162.7799988
22 07 2018 11:40,4.207828045,162.5847144,272.1299133,182.4029999
22 07 2018 11:50,4.279792786,176.7870788,268.96521,163.9322052
22 07 2018 12:00,3.993832111,126.8188088,288.172699,111.4409027
22 07 2018 12:10,3.673326015,73.81586634,297.1329956,77.81388092
22 07 2018 12:20,3.236643076,28.05257406,288.0104065,19.44227028
22 07 2018 12:30,2.748559952,0,313.3460083,1.597332954
22 07 2018 12:40,2.239842892,0,293.949585,0
22 07 2018 12:50,2.477399111,0,305.0154114,0
22 07 2018 13:00,3.054482937,17.98092521,312.8634033,0
22 07 2018 13:10,2.78805089,0,312.8244934,0
22 07 2018 13:20,2.508030891,0,315.1947937,0
22 07 2018 13:30,2.442260027,0,328.230896,0
22 07 2018 13:40,2.105860949,0,343.2210999,0
22 07 2018 13:50,2.396601915,0,346.6488953,0
22 07 2018 14:00,1.938421011,0,7.282938004,0
22 07 2018 14:10,1.958806992,0,36.89459991,0
22 07 2018 14:20,1.12103498,0,341.8497009,0
22 07 2018 14:30,1.515110016,0,353.4023132,0
22 07 2018 14:40,1.15357101,0,341.0844116,0
22 07 2018 14:50,1.101943016,0,325.4775085,0
22 07 2018 15:00,1.791628957,0,333.5080872,0
22 07 2018 15:10,1.069774985,0,4.338703156,0
22 07 2018 15:20,0.9893857241,0,69.37494659,0
22 07 2018 15:30,1.353350043,0,75.4171524,0
22 07 2018 15:40,1.548411012,0,85.97045135,0
22 07 2018 15:50,1.146710992,0,99.05245972,0
22 07 2018 16:00,1.376821995,0,87.17301178,0
22 07 2018 16:10,1.19216001,0,76.0847168,0
22 07 2018 16:20,1.351595998,0,73.39187622,0
22 07 2018 16:30,2.582547903,0,71.87859344,0
22 07 2018 16:40,3.225527048,27.28586149,61.00675964,0
22 07 2018 16:50,2.61384511,0,77.55441284,0
22 07 2018 17:00,3.272819042,30.68462773,79.06012726,0
22 07 2018 17:10,3.056894064,18.07956481,84.39330292,0
22 07 2018 17:20,2.735434055,0,87.99604797,0
22 07 2018 17:30,2.704606056,0,93.19528198,0
22 07 2018 17:40,2.439651012,0,93.17958069,0
22 07 2018 17:50,2.396241903,0,93.27477264,0
22 07 2018 18:00,2.579381943,0,99.97715759,0
22 07 2018 18:10,2.510658026,0,100.9560013,0
22 07 2018 18:20,1.946318984,0,96.39875031,0
22 07 2018 18:30,1.397869945,0,113.1135025,0
22 07 2018 18:40,0.6039369702,0,106.9916992,0
22 07 2018 18:50,0.906740129,0,22.46025085,0
22 07 2018 19:00,0.9034386277,0,35.65156937,0
22 07 2018 19:10,0.9309151173,0,55.48134995,0
22 07 2018 19:20,1.500509024,0,79.16912079,0
22 07 2018 19:30,1.330322027,0,56.71139908,0
22 07 2018 19:40,1.492908001,0,60.27558899,0
22 07 2018 19:50,1.492627978,0,42.63552856,0
22 07 2018 20:00,1.457507014,0,53.89273071,0
22 07 2018 20:10,1.195592999,0,40.1588707,0
22 07 2018 20:20,0.5466768146,0,220.321106,0
22 07 2018 20:30,1.06566298,0,259.3895874,0
22 07 2018 20:40,1.284173012,0,2.938178062,0
22 07 2018 20:50,2.173057079,0,1.580368042,0
22 07 2018 21:00,2.261322021,0,0.1201450974,0
22 07 2018 21:10,2.325242996,0,350.5499878,0
22 07 2018 21:20,2.205811024,0,1.381554008,0
22 07 2018 21:30,2.071979046,0,9.790728569,0
22 07 2018 21:40,2.016103029,0,26.73023987,0
22 07 2018 21:50,1.598521948,0,29.91316986,0
22 07 2018 22:00,1.980661035,0,2.320307016,0
22 07 2018 22:10,2.918631077,0,347.862915,0
22 07 2018 22:20,1.466007948,0,304.755188,0
22 07 2018 22:30,1.842522025,0,281.8421021,0
22 07 2018 22:40,1.983839035,0,245.1138,0
22 07 2018 22:50,2.486562014,0,218.7700043,0
22 07 2018 23:00,3.042592049,17.50807217,208.6641998,0
22 07 2018 23:10,3.162038088,23.28572616,195.8529053,0
22 07 2018 23:20,3.063478947,18.35369243,192.1515961,0
22 07 2018 23:30,2.184331894,0,197.5260925,0
22 07 2018 23:40,0.8780789971,0,173.8524017,0
22 07 2018 23:50,1.182680964,0,250.0480042,0
23 07 2018 00:00,1.419352055,0,258.7455139,0
23 07 2018 00:10,1.052042007,0,277.8772888,0
23 07 2018 00:20,0.683934629,0,257.0062866,0
23 07 2018 00:30,1.196238041,0,18.62895966,0
23 07 2018 00:40,1.169497967,0,44.57640839,0
23 07 2018 00:50,1.541615963,0,7.893464088,0
23 07 2018 01:00,1.919090033,0,355.0031128,0
23 07 2018 01:10,1.770061016,0,348.1362915,0
23 07 2018 01:20,1.683498025,0,1.529503942,0
23 07 2018 01:30,0.7648798823,0,32.47806931,0
23 07 2018 01:40,0.3825913966,0,103.2037964,0
23 07 2018 01:50,0.9561551213,0,89.69539642,0
23 07 2018 02:00,1.386737943,0,132.8636017,0
23 07 2018 02:10,1.708819985,0,155.6528015,0
23 07 2018 02:20,3.047410011,17.69693709,184.2489014,0
23 07 2018 02:30,3.159806967,23.15688427,197.0565948,0
23 07 2018 02:40,2.680392027,0,213.5019989,0
23 07 2018 02:50,3.548149109,57.57816713,206.3363037,0
23 07 2018 03:00,3.796530962,92.24591666,199.5095062,32.41949844
23 07 2018 03:10,3.26154089,29.84159943,204.2324982,5.083727837
23 07 2018 03:20,2.992360115,0,198.9794006,0
23 07 2018 03:30,3.211707115,26.36021989,197.4286041,0
23 07 2018 03:40,3.120788097,21.03240027,199.1215057,0
23 07 2018 03:50,2.711108923,0,184.2563934,0
23 07 2018 04:00,3.442822933,45.85770588,185.8661041,0
23 07 2018 04:10,4.026048183,127.8512835,185.3556976,49.18553162
23 07 2018 04:20,4.437890053,208.9675765,178.4902039,164.0061951
23 07 2018 04:30,4.431382179,207.6151575,183.3486938,182.8049011
23 07 2018 04:40,4.951406002,324.1507902,186.5314941,276.2102051
23 07 2018 04:50,5.089208126,358.2212751,185.1398926,270.5143127
23 07 2018 05:00,5.442636013,452.6484941,185.1369019,374.0328979
23 07 2018 05:10,4.706399918,267.0125285,188.8233032,214.5359955
23 07 2018 05:20,4.539548874,230.4181138,198.8343048,169.6670074
23 07 2018 05:30,4.011258125,125.0930471,199.9165955,80.02667999
23 07 2018 05:40,3.784290075,90.30615619,188.6118927,55.26757813
23 07 2018 05:50,2.925678015,0,183.4100037,13.80568027
23 07 2018 06:00,2.264611959,0,183.3641968,0
23 07 2018 06:10,1.402045012,0,177.334198,0
23 07 2018 06:20,1.462697029,0,175.5682068,0
23 07 2018 06:30,0.9641864896,0,169.3574982,0
23 07 2018 06:40,0.6481121778,0,207.3251953,0
23 07 2018 06:50,0.3768655956,0,116.3579025,0
23 07 2018 07:00,1.614189029,0,208.6932983,0
23 07 2018 07:10,2.363353968,0,188.4421997,0
23 07 2018 07:20,1.710474968,0,182.6893005,0
23 07 2018 07:30,2.353782892,0,159.8721008,0
23 07 2018 07:40,2.550038099,0,150.7209015,0
23 07 2018 07:50,3.180315971,24.37121905,158.2026978,0
23 07 2018 08:00,2.676352024,0,196.2940063,0
23 07 2018 08:10,2.667915106,0,185.0979004,0
23 07 2018 08:20,1.932803988,0,201.3253937,0
23 07 2018 08:30,2.039303064,0,260.291687,0
23 07 2018 08:40,2.434022903,0,13.86898994,0
23 07 2018 08:50,3.239855051,28.27779727,13.34156036,0
23 07 2018 09:00,2.063565969,0,9.596403122,0
23 07 2018 09:10,2.305167913,0,7.396284103,0
23 07 2018 09:20,2.740830898,0,23.94441986,0
23 07 2018 09:30,3.373023033,39.06843172,33.18122101,0
23 07 2018 09:40,3.126054049,21.30489941,37.21749878,0
23 07 2018 09:50,2.196650982,0,16.96925926,0
23 07 2018 10:00,1.876834989,0,14.73383045,0
23 07 2018 10:10,3.387319088,40.39549689,24.66412926,0
23 07 2018 10:20,3.441206932,45.69170638,12.71438026,0
23 07 2018 10:30,3.139760017,22.03494955,353.7349854,0
23 07 2018 10:40,2.447554111,0,14.35653019,0
23 07 2018 10:50,2.206116915,0,352.4255066,0
23 07 2018 11:00,2.182820082,0,10.77493954,0
23 07 2018 11:10,1.635058045,0,0.7859619856,0
23 07 2018 11:20,2.190548897,0,329.9155884,0
23 07 2018 11:30,2.363473892,0,313.0179138,0
23 07 2018 11:40,2.964709044,0,327.5462036,0
23 07 2018 11:50,2.762105942,0,337.9573975,0
23 07 2018 12:00,2.509874105,0,355.549408,0
23 07 2018 12:10,1.925642967,0,351.2072144,0
23 07 2018 12:20,0.7049533725,0,355.3171997,0
23 07 2018 12:30,0.6539062858,0,31.97509003,0
23 07 2018 12:40,1.004768014,0,351.9737854,0
23 07 2018 12:50,1.800325036,0,351.1217957,0
23 07 2018 13:00,1.690487981,0,359.7102966,0
23 07 2018 13:10,1.72835505,0,24.74037933,0
23 07 2018 13:20,2.403275967,0,48.68066025,0
23 07 2018 13:30,2.851264,0,62.3844986,0
23 07 2018 13:40,2.487637997,0,89.13391876,0
23 07 2018 13:50,2.07961297,0,105.2932968,0
23 07 2018 14:00,2.697738886,0,62.15293121,0
23 07 2018 14:10,2.736556053,0,70.82657623,0
23 07 2018 14:20,0.8671569824,0,53.87662125,0
23 07 2018 14:30,0.9805182219,0,32.6683197,0
23 07 2018 14:40,1.691997051,0,44.80046082,0
23 07 2018 14:50,1.52919805,0,42.8782692,0
23 07 2018 15:00,1.146042943,0,61.6669693,0
23 07 2018 15:10,0.7603868246,0,157.895401,0
23 07 2018 15:20,2.072177887,0,206.009903,0
23 07 2018 15:30,2.709223986,0,201.4089966,0
23 07 2018 15:40,2.628900051,0,206.4243927,0
23 07 2018 15:50,2.960643053,0,210.2501984,0
23 07 2018 16:00,2.857023001,0,232.5695953,0
23 07 2018 16:10,2.851176023,0,221.5458984,0
23 07 2018 16:20,3.061135054,18.2553213,217.4761047,0
23 07 2018 16:30,3.579041004,61.3523909,232.341095,0
23 07 2018 16:40,2.780755043,0,249.2610931,0
23 07 2018 16:50,2.954061031,0,253.7098999,0
23 07 2018 17:00,4.135942936,148.6599513,277.3927002,44.15576935
23 07 2018 17:10,3.376802921,39.4161288,256.8103943,17.70912933
23 07 2018 17:20,2.976856947,0,272.5031128,0
23 07 2018 17:30,3.261718035,29.85468349,292.7535095,0
23 07 2018 17:40,1.951570034,0,321.1830139,0
23 07 2018 17:50,2.166157007,0,16.24320984,0
23 07 2018 18:00,2.821553946,0,49.80374908,0
23 07 2018 18:10,2.91544795,0,59.53863907,0
23 07 2018 18:20,3.2549119,29.35558691,31.03183937,0
23 07 2018 18:30,2.979727983,0,44.45428848,0
23 07 2018 18:40,2.712167978,0,45.83826065,0
23 07 2018 18:50,2.797261953,0,29.59914017,0
23 07 2018 19:00,3.064608097,18.4013956,17.56377029,0
23 07 2018 19:10,2.62411499,0,16.16293907,0
23 07 2018 19:20,3.535854101,56.11850066,28.09469986,0
23 07 2018 19:30,3.181514978,24.4442943,27.62998962,13.74693012
23 07 2018 19:40,2.532469988,0,26.71721077,0
23 07 2018 19:50,2.314033985,0,28.44079018,0
23 07 2018 20:00,2.329758883,0,20.06572914,0
23 07 2018 20:10,2.683288097,0,25.24901962,0
23 07 2018 20:20,3.190329075,24.98854293,60.69781113,0
23 07 2018 20:30,3.866648912,103.8191922,55.07231903,20.64092064
23 07 2018 20:40,3.962212086,120.8589546,53.03638077,69.80726624
23 07 2018 20:50,3.634058952,68.45234688,40.43703842,22.49846077
23 07 2018 21:00,3.152412891,22.73558768,22.07991982,12.90067005
23 07 2018 21:10,2.05816102,0,26.42514992,0
23 07 2018 21:20,2.254611015,0,27.14973068,0
23 07 2018 21:30,0.9841610789,0,49.18943024,0
23 07 2018 21:40,2.614756107,0,67.11347961,0
23 07 2018 21:50,1.816177964,0,84.06585693,0
23 07 2018 22:00,2.036497116,0,145.4839935,0
23 07 2018 22:10,1.887410998,0,144.9606018,0
23 07 2018 22:20,0.5880377293,0,147.7243958,0
23 07 2018 22:30,6.638763905,861.3483865,304.7956848,56.96149063
23 07 2018 22:40,6.387031078,762.505598,324.8884888,708.3413696
23 07 2018 22:50,5.640058994,510.2074002,343.8432922,535.4768066
23 07 2018 23:00,4.91684103,315.829926,9.15872097,267.5397034
