User ID,Location,Age,Household Size,Monthly Consumption (kWh),Peak Consumption (kWh),Avg Consumption (kWh),Consumption by Time of Day (Morning),Consumption by Time of Day (Evening),Marketing Interaction,Pricing Plan,Incentive Participation,Engagement Rate,Energy Usage Reduction (%)
User_475,Loc_3,37,4,293,43,9.766666666666667,6,14,True,Dynamic Pricing,False,0.7667683563383357,18.451448098116
User_476,Loc_5,46,3,268,38,8.933333333333334,9,11,True,Flat Rate,False,0.3506426914571469,11.369444043136392
User_477,Loc_4,68,2,251,22,8.366666666666667,2,2,False,Flat Rate,True,0.3768106277742125,15.680269796924872
User_478,Loc_1,62,3,134,38,4.466666666666667,12,13,True,Flat Rate,True,0.5335544335535795,23.142361867760584
User_479,Loc_5,63,1,283,48,9.433333333333334,14,16,True,Dynamic Pricing,False,0.0002410046851345493,5.147309168032681
User_480,Loc_5,27,1,385,33,12.833333333333334,4,18,True,Flat Rate,False,0.24124433603802786,13.870196740926408
User_481,Loc_1,60,4,156,35,5.2,14,5,False,Dynamic Pricing,True,0.20823180860821444,11.589587842944756
User_482,Loc_4,51,5,321,26,10.7,3,3,True,Dynamic Pricing,True,0.25048294674976346,24.65476656505567
User_483,Loc_2,43,3,402,16,13.4,6,6,False,Dynamic Pricing,False,0.8059058425334413,8.96341694042637
User_484,Loc_5,58,5,262,22,8.733333333333333,13,18,False,Flat Rate,False,0.27967385654644317,12.733858287158835
User_485,Loc_1,66,4,118,14,3.933333333333333,8,16,False,Flat Rate,True,0.19152132205014816,9.947520118855731
User_486,Loc_3,20,1,469,35,15.633333333333333,11,15,False,Dynamic Pricing,True,0.5042634607930315,21.07604554989912
User_487,Loc_1,23,5,363,12,12.1,1,14,False,Dynamic Pricing,False,0.8656450363727319,15.444805517865532
User_488,Loc_3,22,5,381,16,12.7,12,7,False,Flat Rate,True,0.24134970383749987,15.502010824035382
User_489,Loc_4,22,1,212,48,7.066666666666666,7,18,False,Flat Rate,True,0.0785362427927987,25.483822535175257
User_490,Loc_2,64,3,426,10,14.2,14,7,True,Flat Rate,False,0.3564047358496647,9.126518476447972
User_491,Loc_1,40,1,129,26,4.3,8,17,True,Dynamic Pricing,False,0.7476518245649778,17.88182738515691
User_492,Loc_5,66,5,234,34,7.8,9,15,False,Dynamic Pricing,False,0.5506905446947946,9.957383610286383
User_493,Loc_4,26,3,166,12,5.533333333333333,13,19,True,Dynamic Pricing,True,0.8167933695743474,30.551630987657642
User_494,Loc_1,52,3,164,24,5.466666666666667,9,18,True,Flat Rate,False,0.959592147609234,16.02704116540497
User_495,Loc_5,37,1,391,38,13.033333333333333,8,9,False,Flat Rate,True,0.792662476751617,16.26586102024539
User_496,Loc_1,66,5,124,41,4.133333333333334,13,16,True,Flat Rate,False,0.6038030788437534,4.6016898371495
User_497,Loc_3,59,4,136,35,4.533333333333333,9,12,False,Dynamic Pricing,False,0.4933415880523805,8.121642651195419
User_498,Loc_1,52,5,100,25,3.3333333333333335,13,12,True,Dynamic Pricing,True,0.04006908634826667,27.167358162202703
User_499,Loc_1,67,2,498,34,16.6,6,6,False,Flat Rate,True,0.9843219788140413,10.697979399651329
User_500,Loc_1,35,4,136,37,4.533333333333333,14,9,False,Dynamic Pricing,False,0.3834811225750425,10.488726917154986
User_501,Loc_4,34,3,240,18,8.0,8,1,True,Flat Rate,False,0.1522282139168668,16.12193495921495
User_502,Loc_1,41,4,331,10,11.033333333333333,8,3,True,Dynamic Pricing,True,0.6667088553964567,15.551855899641263
User_503,Loc_5,20,3,235,38,7.833333333333333,13,5,False,Flat Rate,False,0.28428828909545933,12.844192740053948
User_504,Loc_3,49,3,488,31,16.266666666666666,2,17,False,Dynamic Pricing,True,0.5857782709310476,13.551625545929616
User_505,Loc_3,52,4,287,25,9.566666666666666,3,5,False,Dynamic Pricing,True,0.5867679078445912,15.518331957650775
User_506,Loc_1,55,3,227,16,7.566666666666666,1,16,True,Flat Rate,False,0.44572982090286917,15.887684501857127
User_507,Loc_4,30,3,300,23,10.0,9,13,True,Flat Rate,True,0.8361186155450426,14.174956600828487
User_508,Loc_4,64,2,226,38,7.533333333333333,2,10,True,Flat Rate,True,0.26496706155544303,11.502160066010557
User_509,Loc_5,42,5,356,28,11.866666666666667,10,18,True,Flat Rate,True,0.44863259161773417,30.56338029549992
User_510,Loc_1,26,5,263,28,8.766666666666667,10,1,False,Flat Rate,False,0.5376921285909715,6.929385741573344
User_511,Loc_3,21,2,134,11,4.466666666666667,4,2,False,Dynamic Pricing,True,0.6636247207672996,26.578074774902877
User_512,Loc_4,31,4,293,24,9.766666666666667,4,10,False,Flat Rate,False,0.7839718505055895,19.594686695477193
User_513,Loc_1,54,1,290,12,9.666666666666666,5,5,False,Flat Rate,False,0.39480728287825606,5.365520409071134
User_514,Loc_4,51,1,203,20,6.766666666666667,12,13,True,Flat Rate,False,0.646046944096596,0.819564444997809
User_515,Loc_4,28,1,122,39,4.066666666666666,6,18,False,Dynamic Pricing,True,0.15061095306851913,21.66958142977817
User_516,Loc_3,58,2,364,49,12.133333333333333,6,15,False,Flat Rate,True,0.9326481005424786,18.581002142433206
User_517,Loc_2,20,2,389,27,12.966666666666667,0,6,True,Flat Rate,False,0.38305880642100354,2.0150568791915258
User_518,Loc_5,45,3,483,11,16.1,13,7,True,Flat Rate,False,0.7295214219764384,14.150456379560856
User_519,Loc_5,46,1,359,41,11.966666666666667,1,18,False,Dynamic Pricing,True,0.020341081882177647,11.336698336569452
User_520,Loc_3,26,4,457,17,15.233333333333333,11,19,True,Dynamic Pricing,False,0.205187142904807,17.403933809844844
User_521,Loc_4,20,4,174,31,5.8,8,15,False,Flat Rate,False,0.487082544323578,2.7730505822660745
User_522,Loc_1,42,1,454,15,15.133333333333333,9,6,True,Dynamic Pricing,True,0.8782524677323466,15.737310836711378
User_523,Loc_4,51,1,171,21,5.7,1,8,True,Flat Rate,False,0.5272551499506771,3.5134459593716905
User_524,Loc_3,29,1,358,49,11.933333333333334,5,12,False,Dynamic Pricing,True,0.929870482293879,24.613177304196512
User_525,Loc_5,59,2,497,45,16.566666666666666,10,0,True,Flat Rate,True,0.48379689658279634,22.01346995697466
User_526,Loc_4,26,2,287,24,9.566666666666666,10,7,False,Dynamic Pricing,False,0.49044909673594994,16.027430709272735
User_527,Loc_5,32,2,272,37,9.066666666666666,0,3,True,Flat Rate,True,0.11974678850053189,22.458639373966303
User_528,Loc_1,57,5,389,27,12.966666666666667,2,2,True,Flat Rate,True,0.8026562441522198,20.317558147611443
User_529,Loc_5,42,4,144,11,4.8,1,2,True,Dynamic Pricing,True,0.2469654124670625,11.973236277451875
User_530,Loc_5,22,4,160,22,5.333333333333333,2,12,True,Flat Rate,False,0.8996124893723151,9.612960566248178
User_531,Loc_2,28,3,182,24,6.066666666666666,4,7,True,Flat Rate,False,0.9108242203303961,11.03657467068337
User_532,Loc_2,51,2,222,29,7.4,10,6,False,Flat Rate,False,0.9433101118741497,12.635496873055107
User_533,Loc_2,41,5,457,38,15.233333333333333,9,0,True,Flat Rate,True,0.52023048910309,18.669031610991098
User_534,Loc_5,32,5,115,38,3.8333333333333335,5,15,False,Dynamic Pricing,True,0.6770937847836443,31.721915940589298
User_535,Loc_3,55,4,165,12,5.5,8,5,True,Flat Rate,False,0.7785158800616635,3.395169964142717
User_536,Loc_5,25,2,244,28,8.133333333333333,11,6,False,Dynamic Pricing,False,0.1310146186504656,19.313063495328247
User_537,Loc_3,22,3,474,12,15.8,10,11,True,Dynamic Pricing,True,0.6009571949974972,9.940439898101603
User_538,Loc_3,65,2,261,23,8.7,14,8,False,Dynamic Pricing,False,0.03429790130331167,9.622513836336912
User_539,Loc_2,43,1,333,49,11.1,14,10,False,Dynamic Pricing,False,0.4975660833887259,6.667356762331256
User_540,Loc_4,35,2,479,13,15.966666666666667,9,9,True,Flat Rate,False,0.1548426816202274,8.982468278605015
User_541,Loc_1,23,1,243,20,8.1,11,0,True,Flat Rate,False,0.1829229259620847,11.41329157961578
User_542,Loc_2,54,1,457,40,15.233333333333333,11,17,True,Dynamic Pricing,False,0.3650475666926015,8.71178316025418
User_543,Loc_2,65,3,287,41,9.566666666666666,12,3,False,Flat Rate,True,0.432437166716503,20.813734676346133
User_544,Loc_4,30,4,421,36,14.033333333333333,3,4,False,Dynamic Pricing,False,0.6231724245321872,14.65446830826613
User_545,Loc_1,45,2,112,39,3.7333333333333334,6,8,True,Flat Rate,False,0.07442841843851566,13.717525501729293
User_546,Loc_5,22,1,283,11,9.433333333333334,5,16,True,Flat Rate,True,0.5036917612374446,25.36541450031673
User_547,Loc_5,30,2,210,18,7.0,1,2,False,Flat Rate,True,0.18262513025310112,17.406978296396634
User_548,Loc_2,34,4,389,37,12.966666666666667,9,15,False,Dynamic Pricing,True,0.5739751750317419,25.032441987402066
User_549,Loc_1,67,4,394,40,13.133333333333333,10,4,True,Dynamic Pricing,True,0.6374046122611835,24.33674760988867
User_550,Loc_2,57,5,491,43,16.366666666666667,10,15,False,Flat Rate,False,0.5567092565528539,7.394756217453775
User_551,Loc_3,62,4,314,24,10.466666666666667,10,2,True,Dynamic Pricing,False,0.7382955104783077,9.721150838053617
User_552,Loc_2,49,3,219,34,7.3,14,19,True,Dynamic Pricing,False,0.3356092442409013,6.275642866114575
User_553,Loc_2,46,1,481,45,16.033333333333335,14,14,True,Flat Rate,False,0.7651065916331309,2.836887952339704
User_554,Loc_5,68,5,154,17,5.133333333333334,7,2,False,Dynamic Pricing,True,0.43276708170819367,12.583954127531213
User_555,Loc_5,20,3,126,18,4.2,6,19,False,Flat Rate,True,0.4841844983225968,14.659674929607311
User_556,Loc_5,57,2,217,46,7.233333333333333,14,13,False,Flat Rate,False,0.6481021272610714,13.661391503802482
User_557,Loc_3,51,1,320,48,10.666666666666666,14,15,False,Flat Rate,False,0.01835838399922396,13.21454786218303
User_558,Loc_5,57,4,330,41,11.0,6,16,True,Dynamic Pricing,False,0.6539942214202483,19.012127431597456
User_559,Loc_1,44,1,152,26,5.066666666666666,13,19,False,Flat Rate,False,0.6185851490721154,14.593568272944825
User_560,Loc_4,30,2,394,44,13.133333333333333,14,17,True,Flat Rate,True,0.3098471167532799,8.299730904458388
User_561,Loc_1,62,5,420,46,14.0,7,17,True,Dynamic Pricing,False,0.08579428489948948,17.684903478579084
User_562,Loc_1,50,5,332,28,11.066666666666666,11,13,True,Dynamic Pricing,True,0.09093544991304114,26.58323375731158
User_563,Loc_5,23,5,257,38,8.566666666666666,11,17,False,Dynamic Pricing,True,0.9232237469852286,14.576652091947238
User_564,Loc_4,41,4,368,16,12.266666666666667,12,14,True,Dynamic Pricing,True,0.6892793212258371,21.596027070539026
User_565,Loc_4,36,3,120,37,4.0,13,14,True,Flat Rate,True,0.1271026137707404,31.543209935933504
User_566,Loc_4,33,3,152,18,5.066666666666666,10,5,False,Dynamic Pricing,False,0.35672316930890635,10.646087276963325
User_567,Loc_3,57,1,374,37,12.466666666666667,0,14,True,Dynamic Pricing,False,0.5924829939015964,18.106436567521797
User_568,Loc_5,45,4,412,15,13.733333333333333,14,17,False,Dynamic Pricing,False,0.8355717050906487,1.6607751562037287
User_569,Loc_4,50,5,380,38,12.666666666666666,12,3,False,Dynamic Pricing,False,0.04366092871300853,3.821037374173657
User_570,Loc_3,65,5,313,26,10.433333333333334,0,7,False,Flat Rate,True,0.23663313147000886,23.180754985406416
User_571,Loc_2,58,2,130,25,4.333333333333333,7,14,True,Dynamic Pricing,True,0.88974899029538,20.477099662028284
User_572,Loc_2,30,2,436,32,14.533333333333333,3,2,False,Flat Rate,True,0.009165550183816484,27.088612551792338
User_573,Loc_3,60,5,282,40,9.4,4,14,False,Dynamic Pricing,False,0.2013991027938874,19.765242302863737
User_574,Loc_3,62,5,122,12,4.066666666666666,7,12,False,Flat Rate,True,0.959024175972966,16.020166568238132
User_575,Loc_5,42,4,131,30,4.366666666666666,4,8,False,Flat Rate,True,0.6134018465221711,13.10995810457781
User_576,Loc_5,59,3,173,35,5.766666666666667,9,1,True,Dynamic Pricing,True,0.26167136663750645,22.377618564084777
User_577,Loc_2,53,2,109,45,3.6333333333333333,3,7,False,Flat Rate,True,0.0669910943958476,20.000551853711215
User_578,Loc_4,44,3,153,46,5.1,11,19,True,Dynamic Pricing,False,0.028191340447222157,3.9708571773640333
User_579,Loc_2,55,4,151,31,5.033333333333333,5,16,False,Flat Rate,True,0.24474507963692727,23.00887471644198
User_580,Loc_4,24,5,247,21,8.233333333333333,12,12,True,Flat Rate,True,0.8814858195889105,22.07269726294234
User_581,Loc_4,22,3,259,22,8.633333333333333,14,0,False,Flat Rate,False,0.4159136542975095,15.408235741372875
User_582,Loc_5,60,5,469,20,15.633333333333333,11,1,True,Dynamic Pricing,False,0.720333369165993,9.99236823997524
User_583,Loc_1,62,5,113,25,3.7666666666666666,4,14,False,Flat Rate,False,0.9182850353799578,6.104290602577183
User_584,Loc_1,68,1,277,17,9.233333333333333,13,11,True,Dynamic Pricing,True,0.4080404616028166,29.875143563376746
User_585,Loc_3,48,3,465,49,15.5,6,13,True,Flat Rate,True,0.19127737103739706,22.877587900107976
User_586,Loc_5,40,3,152,49,5.066666666666666,13,1,True,Flat Rate,True,0.5171179308569195,16.423651820862403
User_587,Loc_4,59,5,434,11,14.466666666666667,9,17,False,Flat Rate,True,0.9080836870598544,15.365814793342219
User_588,Loc_1,27,4,121,39,4.033333333333333,6,6,True,Flat Rate,False,0.8043744141377006,14.622059660071242
User_589,Loc_4,49,1,129,39,4.3,12,5,True,Flat Rate,True,0.06582984336315378,19.703584633581947
User_590,Loc_1,60,5,290,21,9.666666666666666,3,13,True,Flat Rate,True,0.6925728000775818,17.811845372656006
User_591,Loc_1,47,2,359,19,11.966666666666667,11,7,True,Dynamic Pricing,False,0.5718975224589538,10.596677779241405
User_592,Loc_1,56,2,304,20,10.133333333333333,12,1,False,Dynamic Pricing,False,0.9074631763464255,5.799747852882837
User_593,Loc_5,48,1,158,24,5.266666666666667,4,16,True,Dynamic Pricing,False,0.12248141685029723,12.5781028984723
User_594,Loc_2,35,4,363,25,12.1,12,4,True,Flat Rate,True,0.5340361132046566,13.933216769259317
User_595,Loc_4,53,5,111,26,3.7,2,13,True,Dynamic Pricing,True,0.8794626935118923,27.049489320708574
User_596,Loc_5,19,3,218,35,7.266666666666667,14,19,False,Flat Rate,True,0.410023786741743,14.595438209867574
User_597,Loc_5,31,1,389,11,12.966666666666667,3,2,True,Dynamic Pricing,True,0.48199491773286707,14.622483472144943
User_598,Loc_5,30,4,437,21,14.566666666666666,14,4,True,Dynamic Pricing,True,0.0704606776669583,11.696581774175357
User_599,Loc_5,46,3,347,35,11.566666666666666,13,15,True,Flat Rate,False,0.2781436404489108,18.67230755670188
User_600,Loc_5,29,2,453,32,15.1,3,17,True,Flat Rate,False,0.32450664916894734,17.347092782307158
User_601,Loc_3,56,2,226,27,7.533333333333333,2,16,False,Dynamic Pricing,True,0.9451224487448869,19.178100771484118
User_602,Loc_4,19,3,174,41,5.8,12,10,True,Dynamic Pricing,True,0.28266736054115904,23.013600831432484
User_603,Loc_5,49,1,460,47,15.333333333333334,9,16,True,Dynamic Pricing,True,0.460868735269652,24.632741645865906
User_604,Loc_4,30,2,303,12,10.1,4,15,False,Dynamic Pricing,True,0.6713044235642798,29.626250090438212
User_605,Loc_3,63,5,148,47,4.933333333333334,4,1,False,Flat Rate,True,0.1621833724078774,15.157684596887592
User_606,Loc_3,44,3,178,12,5.933333333333334,10,3,False,Dynamic Pricing,False,0.4864423871418745,13.629212250343425
User_607,Loc_4,66,3,340,39,11.333333333333334,6,6,True,Flat Rate,False,0.7385390394759076,1.2707144484783717
User_608,Loc_1,58,2,448,10,14.933333333333334,3,1,False,Flat Rate,False,0.866855213027066,7.924946936328119
User_609,Loc_2,34,1,253,39,8.433333333333334,12,5,True,Dynamic Pricing,True,0.6262592746624267,27.50536390954262
User_610,Loc_1,57,5,373,41,12.433333333333334,3,16,False,Flat Rate,True,0.6690535153169479,20.592357007278462
User_611,Loc_1,48,1,195,37,6.5,8,6,True,Dynamic Pricing,False,0.12628347258456896,5.757590066696892
User_612,Loc_1,51,4,313,30,10.433333333333334,5,4,False,Flat Rate,False,0.9457764972463472,2.405419262572137
User_613,Loc_5,41,4,393,22,13.1,14,4,True,Flat Rate,True,0.13257407748448236,21.05429220210762
User_614,Loc_3,62,2,308,36,10.266666666666667,3,19,False,Dynamic Pricing,False,0.7746729371817983,12.897120868594536
User_615,Loc_1,52,2,442,45,14.733333333333333,1,15,True,Flat Rate,False,0.2648163217783188,7.478774272075492
User_616,Loc_3,65,2,187,16,6.233333333333333,5,18,True,Flat Rate,True,0.9335931437012516,31.35803074019369
User_617,Loc_4,23,4,405,31,13.5,1,8,True,Dynamic Pricing,False,0.7199595393694795,0.44405625975700636
User_618,Loc_2,36,1,363,19,12.1,4,4,True,Flat Rate,False,0.753813712978369,6.074477032636516
User_619,Loc_4,47,1,489,48,16.3,5,7,True,Flat Rate,False,0.21905917305988332,18.421389725991627
User_620,Loc_4,24,2,424,24,14.133333333333333,3,8,True,Dynamic Pricing,True,0.4430399766351608,15.510675204245306
User_621,Loc_5,27,5,476,24,15.866666666666667,13,4,True,Dynamic Pricing,False,0.6178131945892864,5.045056677103408
User_622,Loc_2,58,1,419,13,13.966666666666667,12,9,True,Flat Rate,False,0.7699736182066009,10.684408198624947
User_623,Loc_4,49,4,256,41,8.533333333333333,2,1,False,Flat Rate,False,0.10395937591238957,16.476034998410757
User_624,Loc_4,51,3,255,32,8.5,6,8,True,Flat Rate,True,0.9623653164545284,8.410793066741602
User_625,Loc_2,45,3,238,15,7.933333333333334,1,10,True,Dynamic Pricing,True,0.890220670554556,28.821168977920035
User_626,Loc_2,32,3,220,33,7.333333333333333,12,3,False,Flat Rate,False,0.27034859049558435,15.90145762362328
User_627,Loc_4,47,5,164,29,5.466666666666667,10,1,True,Flat Rate,True,0.822760243032332,9.88636297398869
User_628,Loc_2,54,2,206,46,6.866666666666666,13,5,False,Flat Rate,False,0.5183239230398234,14.240159223963254
User_629,Loc_4,46,4,246,29,8.2,5,13,True,Flat Rate,True,0.46180648156201864,18.748674584228183
User_630,Loc_4,39,5,236,21,7.866666666666666,12,0,False,Flat Rate,True,0.3144341058114054,19.640794142772215
User_631,Loc_5,21,4,261,42,8.7,3,17,False,Flat Rate,False,0.5809685866315925,15.665801848777328
User_632,Loc_1,37,4,199,37,6.633333333333334,5,6,True,Dynamic Pricing,False,0.7298891177035978,19.255696159614644
User_633,Loc_4,49,2,437,17,14.566666666666666,3,0,False,Dynamic Pricing,False,0.41093290496275825,2.5331174569438786
User_634,Loc_3,53,3,498,10,16.6,3,0,True,Flat Rate,True,0.6292191930082921,21.104303432812262
User_635,Loc_1,67,2,406,46,13.533333333333333,14,0,True,Flat Rate,False,0.6993129211553037,9.61883216168607
User_636,Loc_1,21,5,240,31,8.0,3,3,True,Dynamic Pricing,True,0.7111218170152859,22.126355147291207
User_637,Loc_1,44,5,182,15,6.066666666666666,8,3,True,Dynamic Pricing,True,0.05196609813118025,20.46839537590765
User_638,Loc_5,34,5,276,30,9.2,6,17,False,Dynamic Pricing,False,0.8597478056850669,1.0453733512319308
User_639,Loc_4,29,2,297,41,9.9,2,10,True,Flat Rate,True,0.45825331476504794,20.432715085510008
User_640,Loc_5,39,4,211,44,7.033333333333333,2,0,False,Flat Rate,False,0.26241608169621444,8.724288342400907
User_641,Loc_4,34,4,155,24,5.166666666666667,5,9,False,Flat Rate,True,0.2417645074796816,11.752142049714307
User_642,Loc_5,27,1,278,14,9.266666666666667,5,8,True,Flat Rate,False,0.48301411284395046,16.320670046041368
User_643,Loc_5,18,5,285,15,9.5,3,3,True,Dynamic Pricing,True,0.8868315394689592,29.605296584075436
User_644,Loc_3,39,4,317,34,10.566666666666666,14,5,True,Dynamic Pricing,True,0.3783475816826469,15.046680513863798
User_645,Loc_5,43,1,415,49,13.833333333333334,14,15,True,Dynamic Pricing,False,0.7497257467835433,5.96901322295521
User_646,Loc_2,35,4,316,38,10.533333333333333,8,1,False,Dynamic Pricing,True,0.0968187309872186,20.501003222228086
User_647,Loc_3,67,5,219,16,7.3,3,17,True,Flat Rate,False,0.4760567021510618,5.763042715548061
User_648,Loc_5,31,3,493,49,16.433333333333334,8,9,False,Flat Rate,True,0.9916861403927356,12.038754745302725
User_649,Loc_1,64,5,274,22,9.133333333333333,3,16,True,Dynamic Pricing,True,0.770437802792337,27.589724973059532
User_650,Loc_2,46,2,122,47,4.066666666666666,1,12,True,Dynamic Pricing,True,0.210528488440613,11.437770733339484
User_651,Loc_2,29,4,312,27,10.4,1,17,True,Dynamic Pricing,False,0.5014414736979107,1.8953694206918792
User_652,Loc_2,53,4,334,11,11.133333333333333,4,12,True,Dynamic Pricing,False,0.23362476364856655,0.13576348047179554
User_653,Loc_3,52,2,112,17,3.7333333333333334,3,16,False,Dynamic Pricing,False,0.40956092726250926,3.058863729508523
User_654,Loc_5,69,2,200,20,6.666666666666667,6,4,False,Flat Rate,False,0.7800840237349648,1.3798001742091892
User_655,Loc_5,29,3,123,42,4.1,13,10,True,Flat Rate,False,0.7712248152904037,19.916047355598373
User_656,Loc_1,24,4,463,47,15.433333333333334,10,6,False,Dynamic Pricing,True,0.22810037790238513,17.797171282876704
User_657,Loc_1,46,4,110,36,3.6666666666666665,4,9,False,Dynamic Pricing,True,0.9222233181548601,15.19429244390592
User_658,Loc_2,28,3,372,29,12.4,5,16,True,Dynamic Pricing,False,0.5925681827648268,4.819925159918359
User_659,Loc_1,50,1,380,21,12.666666666666666,9,14,True,Flat Rate,True,0.3799242909620145,23.72303970012566
User_660,Loc_3,23,3,193,40,6.433333333333334,3,17,False,Flat Rate,True,0.5019355807808606,24.942412498955136
User_661,Loc_5,64,5,300,36,10.0,12,18,False,Flat Rate,True,0.6050712534377437,20.43844959670377
User_662,Loc_2,32,4,120,41,4.0,11,1,False,Dynamic Pricing,True,0.5598905318457854,31.50764612407724
User_663,Loc_1,49,2,439,19,14.633333333333333,1,3,False,Flat Rate,False,0.4864050355361782,7.899805410980649
User_664,Loc_3,68,5,310,12,10.333333333333334,12,2,True,Dynamic Pricing,True,0.5049328040894001,21.03875935701131
User_665,Loc_3,28,4,239,36,7.966666666666667,9,6,True,Flat Rate,False,0.17641191042788618,4.145650450994712
User_666,Loc_1,40,3,392,44,13.066666666666666,8,17,False,Flat Rate,False,0.8127329043046794,7.555936478188229
User_667,Loc_5,43,5,397,40,13.233333333333333,9,9,True,Flat Rate,True,0.5417603199410154,12.266560967558206
User_668,Loc_1,51,4,200,24,6.666666666666667,14,6,False,Dynamic Pricing,False,0.1310798617047031,13.546079185962821
User_669,Loc_2,63,1,403,25,13.433333333333334,6,7,False,Dynamic Pricing,True,0.7661571015827779,20.39082098983545
User_670,Loc_1,51,1,458,22,15.266666666666667,3,5,True,Flat Rate,True,0.9324439783773508,23.329468342632836
User_671,Loc_3,46,2,127,44,4.233333333333333,2,0,False,Dynamic Pricing,True,0.9473068992369621,12.02345734688552
User_672,Loc_1,21,4,140,20,4.666666666666667,9,3,False,Dynamic Pricing,False,0.36901773241117275,3.8257831339302872
User_673,Loc_5,34,1,454,30,15.133333333333333,13,13,True,Dynamic Pricing,False,0.13551687356075404,8.148105432226975
User_674,Loc_4,52,3,402,20,13.4,14,16,True,Dynamic Pricing,False,0.5183996266330652,18.738985078173908
User_675,Loc_1,30,4,245,39,8.166666666666666,2,19,False,Dynamic Pricing,True,0.11260922934922069,17.308422649257572
User_676,Loc_5,58,3,355,44,11.833333333333334,8,17,False,Dynamic Pricing,True,0.9339874185126172,27.609944637599675
User_677,Loc_5,56,3,326,31,10.866666666666667,4,10,True,Dynamic Pricing,True,0.183579627355146,10.862591716083035
User_678,Loc_3,32,1,335,47,11.166666666666666,12,13,False,Flat Rate,False,0.2527658599511641,2.5406715194646345
User_679,Loc_5,46,4,460,40,15.333333333333334,14,8,False,Dynamic Pricing,True,0.40663652688497043,13.040256415455385
User_680,Loc_5,46,5,479,23,15.966666666666667,2,14,True,Dynamic Pricing,True,0.3831644685591258,19.027335355077398
User_681,Loc_5,28,1,112,33,3.7333333333333334,14,11,True,Flat Rate,False,0.794662892397889,3.1532205359381593
User_682,Loc_5,69,1,309,41,10.3,4,9,True,Flat Rate,False,0.45631682055096234,3.480208960322484
User_683,Loc_2,49,4,328,45,10.933333333333334,1,18,True,Flat Rate,False,0.1707682600033369,15.215186167739
User_684,Loc_2,19,4,496,41,16.533333333333335,10,18,True,Flat Rate,True,0.2672098954860741,5.959953650833319
User_685,Loc_3,64,3,199,24,6.633333333333334,3,5,True,Dynamic Pricing,True,0.509113385187522,20.17990791012243
User_686,Loc_1,31,4,130,44,4.333333333333333,9,19,False,Flat Rate,True,0.1474539174261349,12.823817829080841
User_687,Loc_5,37,3,485,12,16.166666666666668,1,5,False,Flat Rate,False,0.6116556756460141,10.130999998170944
User_688,Loc_1,39,1,115,25,3.8333333333333335,1,7,True,Dynamic Pricing,False,0.5657473065511459,11.256604744292058
User_689,Loc_1,28,2,236,14,7.866666666666666,11,0,True,Dynamic Pricing,False,0.7147023163822577,6.267353889145564
User_690,Loc_3,44,5,428,30,14.266666666666667,7,16,False,Dynamic Pricing,False,0.9377046153793677,5.902177203685706
User_691,Loc_5,20,1,265,19,8.833333333333334,0,16,False,Flat Rate,True,0.9122545611011557,20.94303425341797
User_692,Loc_5,34,4,409,28,13.633333333333333,13,14,False,Dynamic Pricing,True,0.9460756180688313,23.3558435098321
User_693,Loc_4,61,5,199,34,6.633333333333334,6,6,True,Flat Rate,True,0.24471559702370094,14.744306036737228
User_694,Loc_1,45,2,208,13,6.933333333333334,4,18,True,Dynamic Pricing,True,0.13156530663935462,12.273554935290806
User_695,Loc_1,46,2,442,38,14.733333333333333,14,2,False,Dynamic Pricing,True,0.3022767004964485,25.619692542140754
User_696,Loc_2,38,3,272,28,9.066666666666666,10,10,True,Flat Rate,True,0.8950851727663146,20.992440118486325
User_697,Loc_4,64,5,336,11,11.2,7,19,True,Dynamic Pricing,True,0.9720534746234882,25.30001190787182
User_698,Loc_2,33,3,261,19,8.7,0,18,True,Dynamic Pricing,True,0.859324951070476,16.216977273801696
User_699,Loc_2,54,1,492,34,16.4,10,8,False,Dynamic Pricing,False,0.1100177211275436,2.5160467269210263
User_700,Loc_2,37,5,315,29,10.5,6,9,False,Dynamic Pricing,False,0.9474279980597932,11.786632898954561
User_701,Loc_3,23,1,363,28,12.1,4,1,True,Dynamic Pricing,True,0.423358027350786,22.870985353689594
User_702,Loc_3,36,3,362,32,12.066666666666666,3,0,True,Flat Rate,False,0.009310290762353679,4.059871183823944
User_703,Loc_2,22,5,391,33,13.033333333333333,6,15,True,Flat Rate,True,0.4423937407481936,15.263212458117387
User_704,Loc_4,20,3,373,20,12.433333333333334,9,17,True,Dynamic Pricing,True,0.04606916967546759,30.218292092683132
User_705,Loc_1,18,5,102,43,3.4,14,16,True,Flat Rate,False,0.5438779211611176,11.808522062157827
User_706,Loc_4,55,3,127,37,4.233333333333333,1,5,False,Flat Rate,True,0.3385540274370513,14.283216944563932
User_707,Loc_5,32,2,425,14,14.166666666666666,11,13,True,Flat Rate,True,0.47343493359404876,19.632168088895625
User_708,Loc_3,51,3,248,14,8.266666666666667,14,14,True,Dynamic Pricing,True,0.613170360743117,19.243574771554083
User_709,Loc_1,52,2,127,30,4.233333333333333,0,13,True,Dynamic Pricing,True,0.8688010958178203,21.859371702533387
User_710,Loc_1,66,3,409,21,13.633333333333333,0,2,False,Dynamic Pricing,True,0.6619015764719286,22.54454636758458
User_711,Loc_5,42,5,164,13,5.466666666666667,10,18,False,Flat Rate,True,0.4340488684781807,14.9528068620793
